Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
"An energy utility's innovation team built a Claude-based grid-maintenance assistant at an internal hackathon. Leadership, impressed by the demo, pushed it directly to all field technicians the following week. Within days: no acceptance testing had been run, no pilot group existed, and the help desk had no runbook for its failures. Which life-cycle failure best explains this?",multiple-choice,"The implementation phase was skipped — the system moved from development to full operation without acceptance testing, a staged rollout, or operational readiness","Correct. Life-cycle frameworks put a deliberate implementation phase between development and operation: acceptance testing against requirements, a pilot or staged rollout to limit blast radius, and operational readiness such as support runbooks. Jumping from demo to org-wide use skipped that entire transition.","The development phase was inadequate, because a hackathon team cannot produce code of sufficient quality to ever reach production","Tempting because hackathon code is often rough, but the scenario's failures are all transition failures, not code-quality findings — nothing was tested or staged, so code quality was never even assessed. Hackathon prototypes can graduate to production; they must simply pass through the phases.","The planning phase failed, since a longer and more detailed requirements document would have prevented the post-launch problems","More planning documentation would not have supplied the missing activities: acceptance testing, piloting, and support preparation happen in implementation regardless of how thorough the plan was. This blames an upstream phase for a gap that lives squarely at the deployment boundary.","The maintenance phase was mishandled, because quarterly prompt reviews were not scheduled before the launch date",Maintenance governs the system after it is properly in operation; the scenario's harm occurred because the system entered operation without the gate that maintenance assumes. Scheduling quarterly reviews would not have substituted for testing and staged rollout at cutover.,,,,,1,"Demos become systems by passing through the implementation phase: acceptance testing against requirements, a limited pilot, and operational readiness. Skipping straight from hackathon to full deployment abandons that gate.",Applications and Integration
"A legal-research startup sends the same 30,000-token system prompt — firm guidelines plus a reference corpus — with every one of thousands of daily Messages API requests; only the short user question changes. Finance flags input-token spend as the top cost line. Without changing the prompt's content, what is the most direct optimization?",multiple-choice,Use prompt caching with a cache breakpoint after the static prefix so repeated requests reuse the cached prompt at reduced cost,"Correct. Prompt caching is built for exactly this shape: a large, stable prefix reused across many requests. Marking the static portion cacheable lets subsequent requests read it from cache at a fraction of the input-token cost, with no change to prompt content.","Compress the reference corpus by asking Claude to summarize it once, then send the summary instead of the corpus","Tempting as a token-reduction play, but summarizing changes the prompt's content — the question explicitly rules that out — and risks losing the reference detail legal answers depend on. It trades answer fidelity for savings that caching achieves without any loss.","Move all daily traffic to the Message Batches API, since batch pricing applies to input tokens","Batch processing does reduce cost, but it is an asynchronous pattern with an extended processing window — unsuitable for interactive research queries users are waiting on. It grabs a discount by breaking the product's realtime requirement.","Split the system prompt across several smaller sequential requests so no single call carries the full 30,000 tokens","Splitting the prompt across requests doesn't reduce tokens — every request still needs the full context to answer, so you either resend it (same cost) or lose it (broken answers). It misunderstands that context must be present in the request that uses it.",,,,,1,"Cache the stable prefix and pay full price only for what changes. Prompt caching is the API mechanic for large prompts reused across requests — cost drops without touching content, and latency often improves as well.",Applications and Integration
"Omar, a backend engineer at a cybersecurity vendor, generates incident-report narratives through the Messages API. Analysts complain that some long reports simply end mid-sentence. Omar suspects the model is malfunctioning. What should he check first, and what is the likely fix?",multiple-choice,"Check the response's stop_reason field — a value of max_tokens means the output hit the configured limit, and the fix is raising max_tokens for this workload","Correct. The API reports why generation stopped in the stop_reason field: end_turn means natural completion, while max_tokens means the response was cut off at the configured output cap. Mid-sentence endings on long outputs are the signature of a max_tokens truncation, fixed by budgeting more output tokens.","Check whether temperature is set too high, since aggressive sampling causes the model to abandon sentences before completing them","Temperature shapes which tokens are sampled, not when generation halts — a high temperature produces more varied wording, not amputated sentences. This misattributes a hard length cap to a randomness knob and would send Omar tuning a parameter unrelated to the symptom.","Check the model's context window, since exceeding it mid-generation makes the API silently drop the remainder of the response","The context window bounds the total tokens a request can involve, and hitting output limits is reported, not silently applied. The plausible-sounding 'silent drop' mechanism does not exist; the API tells you explicitly via stop_reason why the response ended.","Check the API status page, since long outputs are randomly truncated under load and the standard remedy is retrying until a complete report arrives","The API does not randomly truncate outputs under load; errors and overload conditions surface as error responses, not shortened text. Retrying without diagnosing would waste tokens and only succeed by accident when reports happen to fit under the unexamined limit.",,,,,1,"The API states why generation stopped: stop_reason of max_tokens means the output cap was hit, not that the model failed. Reading that field turns a mysterious truncation into a one-line configuration fix.",Applications and Integration
"Mateus is building a listener-support assistant for a podcast platform. He put the assistant's persona, tone rules, and refusal policy into the first user message of each conversation, and adherence is inconsistent — the persona drifts once real user turns accumulate. Where does the Messages API intend such instructions to live?",multiple-choice,"In the top-level system parameter of the request, which is the dedicated channel for persistent behavioral instructions separate from the conversation turns","Correct. The Messages API provides system instructions through a top-level system parameter, deliberately separated from the user/assistant turn structure. Persona, tone, and policy belong there: it keeps trusted instructions distinct from conversational content and applies them consistently across the exchange.","In a message with role 'system' placed as the first element of the messages array, which the API treats as elevated-priority content","Tempting for developers arriving from APIs where system is a message role, but the Claude Messages API takes system content as a top-level request parameter — the messages array holds user and assistant turns. Modeling it as a message misplaces the instruction channel.","Repeated verbatim inside every user message, since instructions decay unless they are restated on each conversational turn","Restating rules every turn bloats every request, mingles instructions with untrusted user content, and still leaves them in the wrong channel. The API already provides a persistent instruction mechanism; manual repetition is a workaround for not using it.","In an assistant-role message at the start of the conversation, so the model reads the rules as commitments it has already made itself","Fabricating an assistant turn makes the rules look like prior model output rather than operator instructions, which is a weaker and stranger signal than the dedicated channel. It also corrupts the conversation history with a turn that never happened.",,,,,1,"The Messages API gives behavioral instructions a dedicated home: the top-level system parameter. Putting persona and policy there — not in user turns — keeps them consistent, trusted, and separate from conversational content.",Applications and Integration
"A pharmaceutical company wants to build Claude-based literature-screening tooling, but its procurement and compliance teams require that all cloud AI spend and data processing flow through the company's existing hyperscaler agreements. The architect asks whether this rules Claude out. What is the accurate answer?",multiple-choice,"No — Claude models are also offered through third-party cloud platforms such as Amazon Bedrock and Google Vertex AI, so the team can use existing cloud agreements, billing, and controls","Correct. Invoking Claude through third-party vendors is a standard access pattern: platforms like Amazon Bedrock and Google Vertex AI offer Claude models under the cloud provider's contracts, billing, IAM, and compliance envelope. Request conventions and auth differ by platform, but the models are Anthropic's.","Yes — Claude is available exclusively through Anthropic's own API endpoint, so any hyperscaler-only procurement policy excludes it from consideration",This overlooks the third-party vendor channel entirely. Enterprises with hyperscaler procurement constraints are a primary audience for Bedrock and Vertex availability — declaring Claude excluded would eliminate a fully supported option that exists for exactly this situation.,"No — the hyperscaler versions are independent re-implementations of Claude trained by the cloud providers, so they satisfy procurement while behaving like different models","The cloud platforms host Anthropic's actual Claude models, not provider-trained re-implementations. Believing they are different models would distort evaluation and model-selection decisions; the real differences are access conventions, authentication, and platform features, not the model weights.","Yes — cloud-platform access to Claude supports only asynchronous batch workloads, which makes it unsuitable for the interactive screening tools the team plans","Cloud-platform access supports interactive, realtime invocation, not just batch processing. This invents a delivery restriction that does not exist and would wrongly steer the architect away from a viable compliant path for interactive tooling.",,,,,1,"Claude access is not limited to Anthropic's endpoint: hyperscaler platforms such as Bedrock and Vertex AI serve the same models under existing cloud agreements, with platform-specific authentication and conventions.",Applications and Integration
"A hospitality company's prompt templates and tool schemas are edited directly in a cloud dashboard by whoever notices a problem. Last week an unreviewed prompt edit broke booking confirmations for two days, and nobody could establish what changed, when, or by whom. What practice should the engineering lead institute first?",multiple-choice,"Store prompts and tool schemas in version control and require code review on changes, deploying them like any other application artifact","Correct. Prompts and schemas are application code: version control gives history, attribution, and rollback, and code review catches regressions before production. This is the SDLC-integration principle — model-facing artifacts go through the same pipeline as code.",Restrict dashboard edit access to the two most senior engineers so fewer people can introduce mistakes,"Tempting as a quick blast-radius reduction, but senior engineers make unreviewed mistakes too, and this preserves the core defects: no history, no review, no attribution, no rollback. It rations access to a broken process instead of fixing the process.",Add a nightly automated backup of the dashboard configuration so any bad edit can be restored within a day,Backups enable restoration but only after a failure is noticed — the two-day outage happened because nothing caught the change going in. It's a recovery control standing in for the missing preventive controls of review and versioned deployment.,Ask Claude to review each prompt edit for errors before a human saves it in the dashboard,"An LLM review can flag likely issues but is probabilistic, leaves no audit trail, and doesn't create history or rollback. It bolts an advisory check onto an unversioned workflow rather than bringing the artifacts into the engineering pipeline.",,,,,1,"Prompts are code: version them, review them, deploy them. Bringing model-facing artifacts into version control and code review provides the history, attribution, and rollback that dashboard editing can never offer.",Applications and Integration
"A localization startup's overnight translation job wraps every Claude API call in an unlimited retry loop. Last night a malformed request body caused HTTP 400 invalid_request errors, and the job retried the same document for six hours before an engineer killed it. What error-handling principle did the code violate?",multiple-choice,"Retry policy must distinguish error classes: 4xx client errors like 400 will never succeed on retry and need a code fix, while retries belong to transient errors like 429 and 5xx","Correct. HTTP status classes encode retryability: a 400 means the request itself is invalid, so every retry resends the same defect and gets the same answer. Correct clients retry transient signals (429, 5xx, overloaded) with backoff, and fail fast on client errors so the bug surfaces immediately.","Retry loops must always be finite, and six hours simply exceeded a sensible cap — the same policy with a 50-attempt limit would have been correct","Tempting because a cap would have bounded the damage, but 50 identical retries of an invalid request are 49 more than useful — the deeper defect is retrying a non-retryable error class at all. Caps are hygiene on top of classification, not a substitute for it.",Batch jobs should not use retries at all; any failed document should be silently skipped and reconciled manually at the end of the run,"Retries are entirely appropriate in batch jobs for transient failures; abandoning them would convert every momentary blip into lost work. Silent skipping also hides defects — the malformed-request bug deserves a loud, immediate failure, not quiet reconciliation.","The job should have escalated to a larger model on repeated failure, since more capable models tolerate malformed request bodies more gracefully",Request validity is checked before any model processes anything: a malformed body is rejected by the API regardless of the model selected. Escalating model tier spends more money resubmitting the same defective request to the same validation layer.,,,,,1,Retry policy starts with error classification. A 400 reports a defective request that no retry can fix — fail fast and fix the code; reserve backoff-retries for transient signals like 429 and 5xx.,Applications and Integration
"A music-streaming service enriches track metadata with a TypeScript job. The developer made the function async, yet 5,000 Claude API calls still take hours: profiling shows each iteration of a for-of loop awaits its API call before the next begins. The API's rate limits have plenty of headroom. What is the correct fix?",multiple-choice,Launch the calls concurrently — for example with Promise.all over batches or a bounded concurrency pool — instead of awaiting each request before starting the next,"Correct. Marking a function async does not create concurrency — awaiting inside a loop serializes the requests exactly like synchronous code. Starting many promises and awaiting them together (with a bound to respect rate limits) overlaps the network waits, which is where all the time goes.","Move the loop into Node worker threads, since JavaScript's single-threaded event loop is what forces the API calls to run one at a time","Tempting because 'single-threaded' sounds like the constraint, but network I/O does not occupy the thread — the event loop can hold hundreds of requests in flight concurrently. The serialization comes from the code's await placement, not from a lack of threads.","Raise the HTTP client's timeout so each request has more time to complete, reducing the per-call overhead that accumulates across iterations","Timeout is a failure bound, not a performance lever: requests already complete within it, so raising it changes nothing. The accumulated hours come from running 5,000 waits back-to-back, and no per-call setting can overlap them.","Convert the code to synchronous blocking calls, since async/await adds scheduling overhead that dominates in tight loops over network requests","Async/await overhead is microseconds against seconds of network latency per call, and synchronous blocking would still serialize every request while also freezing the event loop. This doubles down on the actual problem — sequential waiting — to shave an irrelevant cost.",,,,,1,An async function that awaits each call in a loop is still sequential. Overlapping the requests — Promise.all batches or a bounded pool — is what converts hours of stacked network waits into minutes.,Applications and Integration
"An airline's operations platform has grown Claude calls in roughly thirty places — crew messaging, delay summaries, baggage queries — each call site with its own copy of the model identifier, retry logic, and response parsing. Updating the pinned model last month required thirty coordinated edits and missed two. What refactoring should the staff engineer drive?",multiple-choice,"Consolidate access behind one internal client module that owns model configuration, retries, and parsing, so call sites express intent and cross-cutting changes happen in one place","Correct. Thirty copies of the same cross-cutting concerns is a textbook abstraction gap: a thin internal wrapper centralizes model pinning, retry policy, logging, and parsing, so the next model migration is one reviewed change instead of a thirty-edit hunt that misses two.","Keep the thirty independent call sites, since duplication lets each product team tune its own integration without coordinating changes with others","Tempting as team autonomy, but the scenario shows the copies are not intentional variation — they are the same logic drifting apart by accident. Autonomy worth having lives in parameters and options on a shared client, not in thirty divergent implementations of retries.","Standardize a project-wide find-and-replace checklist for model updates, making the thirty-edit procedure repeatable instead of ad hoc","A checklist institutionalizes the failure mode instead of removing it: the process still requires humans to find every copy, and the last migration missed two even with coordination. Making a bad procedure repeatable is not refactoring; it is documenting the debt.",Fork the vendor SDK into the monorepo and hardcode the airline's defaults inside the fork so every call site inherits them from the dependency,"Forking the SDK buys the worst of both worlds: the team now maintains a diverging copy of vendor code, absorbing every upstream update by hand, to achieve what a thin wrapper module provides without any fork. Defaults belong in your layer, not in patched vendor internals.",,,,,1,"When one logical change requires thirty edits, the abstraction is missing. A single internal client module makes model pinning, retries, and parsing one-place changes and turns call sites into expressions of intent.",Applications and Integration
"An IT helpdesk tool at a logistics company keeps one continuous Claude conversation running all day; agents paste each new employee ticket into the same session. By afternoon the assistant references earlier tickets' details in unrelated answers, once suggesting a fix that included another employee's hostname. What design change addresses this?",multiple-choice,"Start a fresh session per ticket so each conversation contains only that ticket's context, carrying over nothing between unrelated tasks","Correct. Session hygiene means scoping a conversation to a task: unrelated work items sharing one session guarantees context bleed, stale references, and cross-user data exposure. A session per ticket makes isolation structural rather than hoped-for.",Prepend 'Forget all previous tickets' to each new ticket pasted into the shared session so earlier context is neutralized,"Tempting because it feels like a reset, but an instruction cannot delete conversation history — every earlier ticket is still in context and still attended to. 'Forget' is a request the architecture doesn't enforce; only actually starting a new session removes the content.",Upgrade to a model with a larger context window so the day's accumulated tickets fit without degrading responses,"A larger window makes the anti-pattern run longer, not behave better: the failure is unrelated context being present at all, including other employees' details, not the window being full. Capacity doesn't fix contamination.",Ask the model to prefix each answer with the current ticket ID so agents can detect when context has bled between tickets,"Labeling answers helps humans notice bleed after it happens; it prevents nothing and the cross-employee data exposure remains. It adds a detective sticker to a design that structurally mixes unrelated, sensitive contexts.",,,,,1,"One task, one session: session hygiene prevents context bleed. Conversation scope should match task scope — unrelated tickets sharing a session structurally guarantees stale references and cross-user data exposure.",Applications and Integration
