Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
"A support assistant sends a 12,000-token conversation to a foundation model on every turn, even though only the latest question and a short summary matter. Which change most directly lowers inference cost?",multiple-choice,Raise temperature to shorten billing (without testing the required input and output behavior),Incorrect. Temperature controls sampling randomness; it does not add knowledge or enforcement. That capability does not meet the controlling requirement here: token pricing makes unnecessary input context a direct recurring cost. Context selection affects both model focus and token consumption.,Pre-train a new model for each conversation,Incorrect. “Pre-train a new model for each conversation” does not satisfy the scenario's controlling constraint. Context selection affects both model focus and token consumption. The required response follows from this rule: token pricing makes unnecessary input context a direct recurring cost.,Convert embeddings back into full documents,Incorrect. “Convert embeddings back into full documents” does not satisfy the scenario's controlling constraint. Context selection affects both model focus and token consumption. The required response follows from this rule: token pricing makes unnecessary input context a direct recurring cost.,Send only relevant context and a compact history summary,Correct. This response fits because token pricing makes unnecessary input context a direct recurring cost. Context selection affects both model focus and token consumption.,,,,,4,Send only relevant context and a compact history summary is the best response because token pricing makes unnecessary input context a direct recurring cost. Context selection affects both model focus and token consumption.,Fundamentals of GenAI
"A knowledge search system splits manuals into passages, converts each passage into a numeric representation, and compares a query representation by semantic similarity. What are those numeric representations?",multiple-choice,Embeddings stored as vectors,Correct. This response fits because embeddings encode semantic meaning as vectors. Vector similarity enables semantic retrieval beyond exact keyword matching.,Diffusion steps stored as pixels,Incorrect. “Diffusion steps stored as pixels” does not satisfy the scenario's controlling constraint. Vector similarity enables semantic retrieval beyond exact keyword matching. The required response follows from this rule: embeddings encode semantic meaning as vectors.,Prompt templates stored as tokens,Incorrect. “Prompt templates stored as tokens” does not satisfy the scenario's controlling constraint. Vector similarity enables semantic retrieval beyond exact keyword matching. The required response follows from this rule: embeddings encode semantic meaning as vectors.,Labels used for supervised regression,Incorrect. Regression predicts a continuous numeric value. That capability does not meet the controlling requirement here: embeddings encode semantic meaning as vectors. Vector similarity enables semantic retrieval beyond exact keyword matching.,,,,,1,Embeddings stored as vectors is the best response because embeddings encode semantic meaning as vectors. Vector similarity enables semantic retrieval beyond exact keyword matching.,Fundamentals of GenAI
Two specialized agents must exchange structured task context while connecting to external calendars and inventory systems through a standard interface. Which two concepts are relevant? (Choose two.),multi-select,Higher temperature for deterministic tool calls,"Incorrect. Temperature controls sampling randomness; it does not add knowledge or enforcement. That capability does not meet the controlling requirement here: multi-agent coordination and MCP address collaboration and external-system access. Agentic architecture includes communication, tools, memory, and workflow orchestration.",Fine-tune the largest model before testing a prompt or retrieval baseline,"Incorrect. Fine-tuning changes persistent model behavior and introduces a managed model lifecycle. That capability does not meet the controlling requirement here: multi-agent coordination and MCP address collaboration and external-system access. Agentic architecture includes communication, tools, memory, and workflow orchestration.",Model Context Protocol connections to external systems,"Correct. This response fits because multi-agent coordination and MCP address collaboration and external-system access. Agentic architecture includes communication, tools, memory, and workflow orchestration.",Multi-agent communication patterns,"Correct. This response fits because multi-agent coordination and MCP address collaboration and external-system access. Agentic architecture includes communication, tools, memory, and workflow orchestration.",Image diffusion for workflow state,"Incorrect. “Image diffusion for workflow state” does not satisfy the scenario's controlling constraint. Agentic architecture includes communication, tools, memory, and workflow orchestration. The required response follows from this rule: multi-agent coordination and MCP address collaboration and external-system access.",,,"3,4","Multi-agent communication patterns and Model Context Protocol connections to external systems are the best responses because multi-agent coordination and MCP address collaboration and external-system access. Agentic architecture includes communication, tools, memory, and workflow orchestration.",Fundamentals of GenAI
A retailer wants an assistant to create text descriptions from product images and also answer questions about those images. Which two requirements should guide model selection? (Choose two.),multi-select,Support for image input and text output,Correct. This response fits because modality support and context capacity are necessary application constraints. Model capabilities must match input types and expected output.,Fine-tune the largest model before testing a prompt or retrieval baseline,Incorrect. Fine-tuning changes persistent model behavior and introduces a managed model lifecycle. That capability does not meet the controlling requirement here: modality support and context capacity are necessary application constraints. Model capabilities must match input types and expected output.,A regression loss exposed to end users,Incorrect. Regression predicts a continuous numeric value. That capability does not meet the controlling requirement here: modality support and context capacity are necessary application constraints. Model capabilities must match input types and expected output.,A context window large enough for the supplied content,Correct. This response fits because modality support and context capacity are necessary application constraints. Model capabilities must match input types and expected output.,A reward signal for every inference,Incorrect. “A reward signal for every inference” does not satisfy the scenario's controlling constraint. Model capabilities must match input types and expected output. The required response follows from this rule: modality support and context capacity are necessary application constraints.,,,"1,4",Support for image input and text output and A context window large enough for the supplied content are the best responses because modality support and context capacity are necessary application constraints. Model capabilities must match input types and expected output.,Fundamentals of GenAI
A customer assistant sometimes invents return-policy details that sound plausible when source material is missing. Which limitation is being observed?,multiple-choice,Hallucination,Correct. This response fits because hallucination is plausible but unsupported generated content. Fluency is not evidence that a generated statement is grounded or accurate.,Clustering,Incorrect. Clustering groups observations without using labeled targets. That capability does not meet the controlling requirement here: hallucination is plausible but unsupported generated content. Fluency is not evidence that a generated statement is grounded or accurate.,Tokenization,Incorrect. “Tokenization” does not satisfy the scenario's controlling constraint. Fluency is not evidence that a generated statement is grounded or accurate. The required response follows from this rule: hallucination is plausible but unsupported generated content.,Deterministic rule execution,Incorrect. “Deterministic rule execution” does not satisfy the scenario's controlling constraint. Fluency is not evidence that a generated statement is grounded or accurate. The required response follows from this rule: hallucination is plausible but unsupported generated content.,,,,,1,Hallucination is the best response because hallucination is plausible but unsupported generated content. Fluency is not evidence that a generated statement is grounded or accurate.,Fundamentals of GenAI
A sales assistant cuts average proposal preparation from four hours to one hour but increases review time by twenty minutes. Which metric best captures the direct productivity value?,multiple-choice,Size of the pre-training corpus,"Incorrect. “Size of the pre-training corpus” does not satisfy the scenario's controlling constraint. GenAI metrics should connect model behavior to efficiency, revenue, or user outcomes. The required response follows from this rule: business value should measure the workflow outcome changed by the application.",Number of prompt words (while deferring operating constraints until deployment),"Incorrect. “Number of prompt words (while deferring operating constraints until deployment)” does not satisfy the scenario's controlling constraint. GenAI metrics should connect model behavior to efficiency, revenue, or user outcomes. The required response follows from this rule: business value should measure the workflow outcome changed by the application.",Total model parameter count,"Incorrect. “Total model parameter count” does not satisfy the scenario's controlling constraint. GenAI metrics should connect model behavior to efficiency, revenue, or user outcomes. The required response follows from this rule: business value should measure the workflow outcome changed by the application.",Net staff time saved per completed proposal,"Correct. This response fits because business value should measure the workflow outcome changed by the application. GenAI metrics should connect model behavior to efficiency, revenue, or user outcomes.",,,,,4,"Net staff time saved per completed proposal is the best response because business value should measure the workflow outcome changed by the application. GenAI metrics should connect model behavior to efficiency, revenue, or user outcomes.",Fundamentals of GenAI
"A mobile help feature needs responses under 300 milliseconds, while the most capable model regularly takes three seconds and its extra quality is not visible to users. Which choice is best?",multiple-choice,Ignore latency because capability is the only criterion,"Incorrect. “Ignore latency because capability is the only criterion” does not satisfy the scenario's controlling constraint. Model complexity, quality, latency, and cost involve tradeoffs. The required response follows from this rule: the best model satisfies the actual performance envelope rather than maximizing size.",Select a smaller model that meets quality and latency requirements,"Correct. This response fits because the best model satisfies the actual performance envelope rather than maximizing size. Model complexity, quality, latency, and cost involve tradeoffs.",Fine-tune the slow model without measuring serving time (while deferring operating constraints until deployment),"Incorrect. Fine-tuning changes persistent model behavior and introduces a managed model lifecycle. That capability does not meet the controlling requirement here: the best model satisfies the actual performance envelope rather than maximizing size. Model complexity, quality, latency, and cost involve tradeoffs.",Always select the largest model available,"Incorrect. “Always select the largest model available” does not satisfy the scenario's controlling constraint. Model complexity, quality, latency, and cost involve tradeoffs. The required response follows from this rule: the best model satisfies the actual performance envelope rather than maximizing size.",,,,,2,"Select a smaller model that meets quality and latency requirements is the best response because the best model satisfies the actual performance envelope rather than maximizing size. Model complexity, quality, latency, and cost involve tradeoffs.",Fundamentals of GenAI
"A creative-writing tool is expected to propose diverse slogans, while a policy-answering bot must remain consistent and grounded. Which statement is correct?",multiple-choice,Different use cases require different tolerance for variability and risk,"Correct. This response fits because application purpose determines acceptable creativity, consistency, and oversight. GenAI capabilities and limitations must be judged in the business context.",One universal quality metric is sufficient,"Incorrect. “One universal quality metric is sufficient” does not satisfy the scenario's controlling constraint. GenAI capabilities and limitations must be judged in the business context. The required response follows from this rule: application purpose determines acceptable creativity, consistency, and oversight.",Both should eliminate all human review (without testing the required input and output behavior),"Incorrect. “Both should eliminate all human review (without testing the required input and output behavior)” does not satisfy the scenario's controlling constraint. GenAI capabilities and limitations must be judged in the business context. The required response follows from this rule: application purpose determines acceptable creativity, consistency, and oversight.",Both should maximize temperature and novelty,"Incorrect. Temperature controls sampling randomness; it does not add knowledge or enforcement. That capability does not meet the controlling requirement here: application purpose determines acceptable creativity, consistency, and oversight. GenAI capabilities and limitations must be judged in the business context.",,,,,1,"Different use cases require different tolerance for variability and risk is the best response because application purpose determines acceptable creativity, consistency, and oversight. GenAI capabilities and limitations must be judged in the business context.",Fundamentals of GenAI
"A research team needs deep control over training code, custom algorithms, experiments, and model hosting rather than only invoking managed FMs. Which service is the better fit?",multiple-choice,Amazon Quick,Incorrect. “Amazon Quick” does not satisfy the scenario's controlling constraint. Bedrock and SageMaker AI serve overlapping but distinct levels of customization. The required response follows from this rule: SageMaker AI supports custom model development training and deployment.,Amazon SageMaker AI,"Correct. Amazon SageMaker AI supports custom model development, deployment, and operations. This response fits because SageMaker AI supports custom model development training and deployment. Bedrock and SageMaker AI serve overlapping but distinct levels of customization.",Amazon Polly (based on a single headline metric),Incorrect. Amazon Polly (based on a single headline metric) synthesizes speech from text. That capability does not meet the controlling requirement here: SageMaker AI supports custom model development training and deployment. Bedrock and SageMaker AI serve overlapping but distinct levels of customization.,AWS Artifact,Incorrect. AWS Artifact provides AWS compliance reports and agreements. That capability does not meet the controlling requirement here: SageMaker AI supports custom model development training and deployment. Bedrock and SageMaker AI serve overlapping but distinct levels of customization.,,,,,2,Amazon SageMaker AI is the best response because SageMaker AI supports custom model development training and deployment. Bedrock and SageMaker AI serve overlapping but distinct levels of customization.,Fundamentals of GenAI
A developer wants an AI-powered development environment to help turn requirements into code and iterate on an application. Which in-scope developer tool is the closest match?,multiple-choice,Amazon Textract,"Incorrect. Amazon Textract extracts text, forms, and tables from documents. That capability does not meet the controlling requirement here: Kiro is an AI development tool rather than a managed document or recommendation API. AWS GenAI tooling includes developer experiences as well as model services.",Amazon Personalize,Incorrect. Amazon Personalize builds recommendations and personalized rankings. That capability does not meet the controlling requirement here: Kiro is an AI development tool rather than a managed document or recommendation API. AWS GenAI tooling includes developer experiences as well as model services.,AWS Audit Manager,Incorrect. AWS Audit Manager helps collect evidence for assessments. That capability does not meet the controlling requirement here: Kiro is an AI development tool rather than a managed document or recommendation API. AWS GenAI tooling includes developer experiences as well as model services.,Kiro,Correct. This response fits because Kiro is an AI development tool rather than a managed document or recommendation API. AWS GenAI tooling includes developer experiences as well as model services.,,,,,4,Kiro is the best response because Kiro is an AI development tool rather than a managed document or recommendation API. AWS GenAI tooling includes developer experiences as well as model services.,Fundamentals of GenAI
"A healthcare company wants to use managed GenAI while retaining encryption, IAM controls, auditability, and regional service choices. Which AWS infrastructure benefits are relevant?",multiple-choice,Removal of the customer side of shared responsibility,"Incorrect. “Removal of the customer side of shared responsibility” does not satisfy the scenario's controlling constraint. Cloud security capabilities support, rather than replace, responsible application governance. The required response follows from this rule: managed infrastructure supplies controls but does not transfer all responsibility.",Automatic exemption from healthcare obligations,"Incorrect. “Automatic exemption from healthcare obligations” does not satisfy the scenario's controlling constraint. Cloud security capabilities support, rather than replace, responsible application governance. The required response follows from this rule: managed infrastructure supplies controls but does not transfer all responsibility.",Security and compliance controls integrated with AWS services,"Correct. This response fits because managed infrastructure supplies controls but does not transfer all responsibility. Cloud security capabilities support, rather than replace, responsible application governance.",A guarantee that every generated answer is correct,"Incorrect. “A guarantee that every generated answer is correct” does not satisfy the scenario's controlling constraint. Cloud security capabilities support, rather than replace, responsible application governance. The required response follows from this rule: managed infrastructure supplies controls but does not transfer all responsibility.",,,,,3,"Security and compliance controls integrated with AWS services is the best response because managed infrastructure supplies controls but does not transfer all responsibility. Cloud security capabilities support, rather than replace, responsible application governance.",Fundamentals of GenAI
"A small team needs the fastest route to a proof of concept, while another team needs custom training and fine-grained model control. Which two mappings are reasonable? (Choose two.)",multi-select,Use Amazon Bedrock for managed FM experimentation,Correct. Amazon Bedrock provides managed access to foundation models and GenAI capabilities. This response fits because managed FM access and custom ML platforms solve different development needs. AWS services lower barriers at different layers of the GenAI stack.,Use AWS Artifact to train the custom model,Incorrect. AWS Artifact provides AWS compliance reports and agreements. That capability does not meet the controlling requirement here: managed FM access and custom ML platforms solve different development needs. AWS services lower barriers at different layers of the GenAI stack.,Use Amazon Polly as a general multi-model platform,Incorrect. Amazon Polly synthesizes speech from text. That capability does not meet the controlling requirement here: managed FM access and custom ML platforms solve different development needs. AWS services lower barriers at different layers of the GenAI stack.,Fine-tune the largest model before testing a prompt or retrieval baseline,Incorrect. Fine-tuning changes persistent model behavior and introduces a managed model lifecycle. That capability does not meet the controlling requirement here: managed FM access and custom ML platforms solve different development needs. AWS services lower barriers at different layers of the GenAI stack.,Use SageMaker AI for custom training and hosting,Correct. This response fits because managed FM access and custom ML platforms solve different development needs. AWS services lower barriers at different layers of the GenAI stack.,,,"1,5",Use Amazon Bedrock for managed FM experimentation and Use SageMaker AI for custom training and hosting are the best responses because managed FM access and custom ML platforms solve different development needs. AWS services lower barriers at different layers of the GenAI stack.,Fundamentals of GenAI
A creative-writing tool produces repetitive slogans at temperature 0. The team wants more variety while accepting somewhat less predictability. Which inference change is most appropriate?,multiple-choice,Reduce maximum output length to one token,"Incorrect. “Reduce maximum output length to one token” does not satisfy the scenario's controlling constraint. Inference parameters affect response variety, length, latency, and cost. The required response follows from this rule: higher temperature generally increases sampling diversity.",Fine-tune after every request,"Incorrect. Fine-tuning changes persistent model behavior and introduces a managed model lifecycle. That capability does not meet the controlling requirement here: higher temperature generally increases sampling diversity. Inference parameters affect response variety, length, latency, and cost.",Replace semantic retrieval with keyword search,"Incorrect. “Replace semantic retrieval with keyword search” does not satisfy the scenario's controlling constraint. Inference parameters affect response variety, length, latency, and cost. The required response follows from this rule: higher temperature generally increases sampling diversity.",Increase temperature modestly and evaluate the outputs,"Correct. Temperature controls sampling randomness; it does not add knowledge or enforcement. This response fits because higher temperature generally increases sampling diversity. Inference parameters affect response variety, length, latency, and cost.",,,,,4,"Increase temperature modestly and evaluate the outputs is the best response because higher temperature generally increases sampling diversity. Inference parameters affect response variety, length, latency, and cost.",Applications of Foundation Models
An enterprise wants semantic search over product manuals and needs an AWS store for embeddings with vector search and filtering. Which two in-scope choices can support vector storage? (Choose two.),multi-select,Amazon Aurora PostgreSQL-compatible with vector capabilities,Correct. This response fits because OpenSearch Service and relational PostgreSQL options can support vector retrieval. RAG architectures need both embedding generation and a suitable retrieval store.,Amazon Polly,Incorrect. Amazon Polly synthesizes speech from text. That capability does not meet the controlling requirement here: OpenSearch Service and relational PostgreSQL options can support vector retrieval. RAG architectures need both embedding generation and a suitable retrieval store.,Use the model benchmark score as the only release and business-success metric,"Incorrect. A benchmark does not establish safety, task completion, cost efficiency, or business-objective alignment. For this scenario, OpenSearch Service and relational PostgreSQL options can support vector retrieval. RAG architectures need both embedding generation and a suitable retrieval store.",Amazon OpenSearch Service,Correct. Amazon OpenSearch Service supports search and vector retrieval workloads. This response fits because OpenSearch Service and relational PostgreSQL options can support vector retrieval. RAG architectures need both embedding generation and a suitable retrieval store.,AWS CloudTrail,Incorrect. AWS CloudTrail records account and API activity. That capability does not meet the controlling requirement here: OpenSearch Service and relational PostgreSQL options can support vector retrieval. RAG architectures need both embedding generation and a suitable retrieval store.,,,"1,4",Amazon OpenSearch Service and Amazon Aurora PostgreSQL-compatible with vector capabilities are the best responses because OpenSearch Service and relational PostgreSQL options can support vector retrieval. RAG architectures need both embedding generation and a suitable retrieval store.,Applications of Foundation Models
