Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
"A security review finds that a Foundry resource's API keys are pasted into three application settings, a notebook, and one archived support ticket. The team migrates every workload to DefaultAzureCredential with managed identity and grants the required roles, and all applications verify successfully. What remaining step best guarantees the leaked keys can no longer be used?",multiple-choice,Disable local authentication on the resource so key-based access is rejected outright and only Entra ID tokens are accepted,"Correct. Disabling local authentication removes key-based access as a mechanism, so the resource only honours Entra ID tokens and no leaked or future key can be replayed. Once every workload is already on managed identity, this is the step that makes the keyless posture enforced rather than merely adopted.",Regenerate both keys on the resource so the copies that leaked stop working,"Regenerating invalidates the specific leaked values, but the resource still accepts key authentication, so the next key that ends up in a notebook or a ticket is just as dangerous. It is remediation for one incident rather than removal of the attack surface.",Store the keys in Azure Key Vault and restrict access to the vault with RBAC,"Key Vault is the right answer when you must keep using a secret, but here the workloads no longer need keys at all. Vaulting an unnecessary credential preserves the mechanism you were trying to eliminate.",Add a diagnostic setting that logs key-based requests so the team can investigate anyone still using them,Logging key usage gives visibility after the fact and depends on someone acting on the alert. It is a detective control where a preventive one is available at no operational cost.,,,,,1,"Disabling local authentication is what stops leaked keys from ever working again, and it is safe once every workload uses managed identity. Regenerating keys, vaulting them, or logging their use all leave key-based access enabled.",Plan and manage an Azure AI solution
"A clinical documentation assistant used by hospital staff is blocking legitimate requests: notes describing patient self-harm risk assessments are refused because the self-harm category triggers at low severity under the default content filter. The organization has an approved use case and a clinical governance process, and high-severity content must still be blocked. What is the appropriate configuration?",multiple-choice,"Create a custom content filter configuration for that deployment that raises the self-harm threshold to block only high severity, keeping other categories at their defaults, and apply it to the clinical deployment only","Correct. Content filter configurations are created and assigned per deployment, so the clinical workload can run a policy with a higher self-harm threshold while every other deployment keeps the defaults. Raising the threshold rather than disabling the category preserves blocking of genuinely harmful high-severity content, which matches the approved-use-case-with-governance situation.",Turn content filtering off entirely for the Foundry resource so clinical staff are never interrupted,"Disabling filtering resource-wide removes protection from every workload on that resource, including ones with no clinical justification, and drops the other three harm categories as well. It answers a scoped policy question with an unscoped removal of controls.",Keep the default filter and instruct clinicians to paraphrase risk assessments so that the wording avoids the filter,"Asking clinicians to reword clinical risk assessments degrades the medical record to satisfy a filter setting, and it will fail unpredictably because the classifier reacts to meaning rather than exact wording. Workflow contortion is not a substitute for a policy configuration.",Add the clinical terms that trigger the filter to a custom blocklist so they are handled by the blocklist rather than the category classifier,"Blocklists add terms to be blocked; they do not exempt anything, so this would make the refusals more frequent rather than fewer. It inverts what the blocklist feature does.",,,,,1,"Assign a custom content filter configuration to the clinical deployment with a raised self-harm threshold, leaving other categories and other deployments untouched. Disabling filtering, rewording prompts, and blocklists all misapply the available controls.",Plan and manage an Azure AI solution
"A consumer-facing wellbeing assistant is two weeks from general availability. The team has quality metrics from a golden dataset but has done no adversarial testing, and the risk review asks for evidence about how the assistant behaves when users deliberately push it towards harmful or unsafe responses. Which two activities should the team run before launch? (Choose two.)",multi-select,"Run an automated AI red teaming pass that generates adversarial prompts across harm categories and attack strategies, and record the attack success rate per category","Correct. Automated red teaming systematically generates adversarial prompts across risk categories and attack strategies and reports an attack success rate, which is the reproducible evidence a risk review can act on. Doing it before general availability means findings can still change the launch decision.","Run safety evaluations that score generated responses for harmful content categories and jailbreak susceptibility, using an adversarial simulator to produce the test conversations","Correct. Safety evaluations score responses for harm categories and jailbreak susceptibility, and an adversarial simulator produces the hostile conversations these evaluators need as input. Together they measure how the assistant behaves under pressure rather than how it performs on cooperative questions.",Increase the size of the existing golden dataset so the quality evaluators cover more ordinary user questions,"Expanding the golden dataset improves confidence on ordinary questions, which the team already has, and adds nothing about adversarial behaviour. It answers a question that was not asked.",Have the engineering team manually try a handful of jailbreak prompts they have seen on social media and note whether the assistant refuses,"Ad-hoc manual jailbreak attempts are unsystematic, unrepeatable, and biased towards whichever attacks the engineers happened to read about. They may find something, but they cannot produce coverage or a metric to compare against the next release.",,,,,"1,2","Before general availability, run automated red teaming for attack success rates and safety evaluations driven by an adversarial simulator. Larger golden datasets and improvised manual jailbreak attempts produce no systematic adversarial evidence.",Plan and manage an Azure AI solution
"A retail refunds agent may issue refunds automatically up to $200, but policy says anything above that must be approved by a human supervisor before money moves. In pre-production testing the agent issued a $2,400 refund after a persistent customer argued the case across several turns. The current control is a line in the system prompt stating the $200 limit. How should the control be implemented?",multiple-choice,Enforce the threshold outside the model: have the refund tool require an explicit human approval step for amounts above $200 and reject unapproved calls server-side,"Correct. A monetary limit is a business rule and must live where it cannot be argued with — in the tool implementation, which rejects any above-threshold call lacking a recorded approval. Making high-impact actions require an approval step is the standard safeguard for semiautonomous workflows, and it holds regardless of how persuasive the conversation was.",Strengthen the system prompt with capitalized emphasis and repeat the $200 limit at the start and end of the instructions,"Emphasis and repetition change the odds, not the guarantee, and the incident already demonstrates that sustained user pressure overcomes prompt instructions. A policy that can be negotiated away is not a control.",Add a second model call that reviews the proposed refund and vetoes amounts above the threshold before the tool executes,"A reviewing model call adds a probabilistic gate that is itself susceptible to the same persuasion, and it can be fed the same misleading framing. It is a reasonable extra signal but cannot be the enforcement point for a financial limit.",Lower the agent's temperature to zero so it follows the stated policy deterministically,Temperature affects sampling randomness within the model's behaviour; it does not turn an instruction into an enforced constraint. A deterministic model can deterministically follow a persuasive argument to the wrong conclusion.,,,,,1,"Enforce the refund threshold in the tool with a required human approval for amounts above $200, rejecting unapproved calls server-side. Prompt emphasis, reviewer models, and temperature settings are all probabilistic where a hard limit is needed.",Plan and manage an Azure AI solution
"Your interactive support assistant and a nightly job that summarizes 40,000 tickets both call the same Global Standard chat model deployment in a Microsoft Foundry project. Every night the batch job saturates the deployment's tokens-per-minute quota: the batch sees continuous 429 responses and the interactive app's p95 latency jumps from 1.2 s to 9 s. What is the most appropriate change?",multiple-choice,"Create a separate deployment for the offline summarization job using the Batch deployment type, and leave the interactive traffic on its own Standard deployment with its own quota allocation","Correct. Quota is enforced per deployment, so the only way to stop one workload starving another is to give them separate deployments. The offline job has no interactive latency requirement, so the Batch deployment type processes it asynchronously at lower cost while the Standard deployment keeps its full token budget for live users.",Keep the single deployment and add exponential backoff with jitter to the batch client so that it retries 429s until the nightly run finishes,"Backoff is good hygiene and the batch job needs it regardless, but it does not create capacity. The retries still consume the same shared quota, so the interactive app keeps queueing behind batch traffic and the p95 latency spike persists every night.",Switch the interactive app to a smaller model so each interactive request consumes fewer tokens per minute from the shared quota,"This misreads the failure: the interactive app is the victim, not the cause. Shrinking its token footprint frees a little quota but the batch job will simply absorb it, and you have degraded answer quality for live users without isolating the two workloads.",Move both workloads onto one Provisioned Throughput deployment sized for the batch job's peak token rate so that capacity is reserved,"Provisioned Throughput reserves capacity, but sizing it for the batch peak means paying for that reserved capacity 24 hours a day, and a single shared deployment still lets the batch job consume the whole reservation. Isolation, not reservation, is what this problem needs.",,,,,1,"Give the offline job its own Batch deployment and keep interactive traffic on a dedicated Standard deployment. Rate limits apply per deployment, so co-locating a bursty batch workload with latency-sensitive traffic guarantees contention no matter how carefully the batch client retries.",Implement generative AI and agentic solutions
"Your RAG assistant retrieves from an Azure AI Search index of 180,000 HR policy chunks using pure vector search with top-k of 5. Questions that quote an exact policy identifier such as ""What does HR-4417 say about carry-over leave?"" return semantically similar but wrong policies, and the groundedness evaluator averages 0.62 on that query class. Which two retrieval changes should you make? (Choose two.)",multi-select,Enable hybrid retrieval so that the keyword (BM25) side of the query matches the literal identifier alongside the vector similarity side,"Correct. Embeddings blur rare literal tokens such as ""HR-4417"", which is precisely why a semantically close but incorrect policy wins. Hybrid search runs keyword and vector retrieval together and fuses the results, so exact identifiers are matched lexically while natural-language phrasing is still matched semantically.","Add semantic ranking over a larger candidate set, so the top 50 hybrid candidates are re-scored and only the best few reach the prompt","Correct. Semantic ranking re-scores a wide candidate list with a deeper relevance model, so recall can be raised by retrieving more candidates without polluting the prompt. Retrieve broadly, rerank, then pass only the top few chunks — that is the standard fix for good recall with poor precision at the top.",Raise the generation temperature to 0.9 so the model explores more of the retrieved context before answering,"Temperature governs sampling of the model's output tokens; it has no effect on which documents are retrieved. Raising it on a grounded question-answering task increases the chance of fabricated detail, so this would push groundedness down rather than up.",Increase top-k to 100 and pass every retrieved chunk into the prompt so the correct policy is guaranteed to be present,"Flooding the prompt with 100 chunks raises cost and latency and dilutes attention across mostly irrelevant text, which typically lowers answer quality. Retrieval precision, not prompt volume, is the lever here — and the wrong-policy chunks would still be present to mislead the model.",,,,,"1,2","Turn on hybrid (keyword + vector) retrieval and add semantic reranking over a wider candidate set. Exact identifiers are lexical signals that embeddings smooth away, and reranking lets you retrieve broadly while still sending the model a small, precise context.",Implement generative AI and agentic solutions
"An invoice-processing solution must always run the same three stages: extract fields from the PDF, validate totals and vendor identifiers against the ERP, then post the invoice. A developer proposes giving a single model all three capabilities as tools and letting it decide the order each run. Finance requires that no invoice is ever posted before validation succeeds. How should the flow be designed?",multiple-choice,"Orchestrate the three stages as a deterministic workflow in application code, calling the model only for the extraction stage where judgement is required","Correct. The stage order is fixed, known in advance and safety-critical, which is the definition of a workflow rather than an agent. Encoding the sequence in code makes the ordering guarantee structural, while the model still does the one genuinely probabilistic job — reading a messy PDF.",Keep the model-driven design but add a system instruction stating that validation must always precede posting,"Instructions shape probabilities; they do not enforce invariants. A single unusual invoice, a prompt injection embedded in a PDF, or an ordinary sampling anomaly can still produce a post-before-validate sequence, which is exactly what finance said must never happen.",Keep the model-driven design and lower temperature to 0 so the model always chooses the same tool order,Temperature 0 reduces variability but is not a guarantee: the same deployment can still choose differently as inputs vary or as the deployed model version changes. Determinism of sampling is not the same as a hard ordering constraint.,Let the model plan freely and add a post-run evaluator that flags any invoice posted before validation so finance can reverse it,"Detecting the violation after the money has moved is a compensating control, not a prevention. Reversing posted invoices creates audit and reconciliation work that a five-line deterministic sequence in code would have avoided entirely.",,,,,1,Implement the fixed three-stage sequence as a deterministic workflow and use the model only for extraction. Model instructions bias behaviour but cannot enforce a safety-critical ordering invariant; code can.,Implement generative AI and agentic solutions
"Before releasing a grounded clinical-policy assistant, you must produce evidence for the review board about how often the assistant asserts facts that its retrieved sources do not support. You have a set of 300 evaluation questions with the retrieved context captured for each, but no human-written reference answers. Which evaluator should you run?",multiple-choice,"The groundedness evaluator, scoring each response against the query and the retrieved context it was given","Correct. Groundedness asks precisely the review board's question: is every claim in the response supported by the supplied context? It needs the query, the context and the response but no ground-truth answer, which matches the data you actually have.","The relevance evaluator, scoring whether each response actually addresses the question that was asked","Relevance measures whether the answer is on-topic for the question. A response can be perfectly relevant and still assert unsupported clinical facts, so relevance would miss exactly the failure mode under review.","The coherence and fluency evaluators, since well-formed answers are less likely to contain fabricated claims",Coherence and fluency measure readability and logical flow of the language. Fabrications are typically fluent and coherent — that is what makes them dangerous — so these evaluators provide no signal about factual support.,"The similarity evaluator, comparing each response with the reference answer for that question","The similarity evaluator requires ground-truth reference answers, which this evaluation set does not have. It also penalizes valid paraphrases and rewards wording overlap, neither of which is a measure of source support.",,,,,1,"Run the groundedness evaluator over query, context and response. It is the metric defined to detect claims unsupported by retrieved sources, and unlike similarity it needs no human-written reference answers.",Implement generative AI and agentic solutions
"A Python service running in containers on Azure Kubernetes Service currently reads an API key from an environment variable to call a Foundry model deployment. Security has mandated that no long-lived secrets exist anywhere in the deployment manifests, and the service also needs to enumerate the project's model deployments and connections at startup. How should the application connect to the Foundry project?",multiple-choice,"Instantiate AIProjectClient with the project endpoint and DefaultAzureCredential, backed by a workload identity that holds the appropriate Azure AI role on the project, then obtain inference clients from the project client","Correct. The project client is the entry point for project-scoped operations such as listing deployments and connections, and DefaultAzureCredential resolves the pod's workload identity in AKS and a developer's sign-in locally. Authorization comes from an Azure role assignment on the project, so there is no secret to store, rotate or leak.",Keep the API key but move it into Azure Key Vault and fetch it at startup with a Key Vault SDK call using the pod's managed identity,"This is better than an environment variable, but it is still key-based authentication: the key exists, can be exfiltrated from process memory or logs, and must be rotated. It also fails the stated requirement that no long-lived secret exists at all.",Embed a service principal client ID and client secret in a Kubernetes secret and exchange them for a token at startup,"A client secret is precisely the long-lived credential the mandate prohibits, and storing it in a Kubernetes secret means it sits base64-encoded in etcd and in whatever manifests produced it. Managed identity exists to remove this class of credential.","Continue using the key, and rotate it automatically every 24 hours with a scheduled pipeline that updates the deployment manifest","Rotation shortens the exposure window but does not eliminate the secret, and writing keys into deployment manifests on a schedule spreads the credential through the pipeline and its logs. It also leaves the project-scoped operations without a clean authenticated client.",,,,,1,Use the project client with the project endpoint and DefaultAzureCredential backed by workload identity. Keyless authentication satisfies the no-secrets mandate and the project client is what exposes deployments and connections to the app.,Implement generative AI and agentic solutions
"A claims-intake service asks a model to return an object with claim_number, incident_date, amount and injury_flag. About 6% of responses fail downstream parsing: some wrap the object in a markdown fence, some add an explanatory sentence, and some omit injury_flag when the narrative is ambiguous. The prompt already says ""Respond with JSON only."" What is the most reliable fix?",multiple-choice,"Set the response format to a JSON schema in strict mode, declaring the four fields and their types, so the service constrains decoding to that schema","Correct. Schema-constrained decoding in strict mode enforces both the syntax and the shape: no markdown fence, no prose preamble, and no missing property, because tokens that would violate the schema cannot be produced. That covers all three observed failure classes rather than just the parse errors.","Set the response format to JSON object mode, which forces the model to emit syntactically valid JSON","JSON object mode guarantees the output parses, which removes the fences and the prose, but it says nothing about which properties must be present. The ambiguous-narrative case that drops injury_flag would still produce valid JSON of the wrong shape.","Add three worked examples of correctly formatted output to the prompt and repeat the ""JSON only"" instruction in the user message","Few-shot examples move the failure rate down but leave it stochastic, and they add tokens to every request. When a hard structural guarantee is available from the service, prompt persuasion is the weaker control.",Wrap the call in a parse-and-retry loop that reissues the request up to three times whenever json.loads raises an exception,"Retrying catches syntax failures but not the silently missing field, which parses cleanly. It also multiplies latency and cost for the 6% of requests, and it treats a preventable formatting problem as a runtime error to be absorbed.",,,,,1,"Use strict JSON schema response format so the service constrains decoding to the declared shape. JSON object mode fixes only syntax, and prompt instructions or retries leave the missing-field case unaddressed.",Implement generative AI and agentic solutions
"A procurement agent is meant to help staff raise purchase requests, but it also answers HR and payroll questions and its tone swings between terse and chatty. The team's current approach is to prepend a 400-word persona-and-scope paragraph to every user message before sending it, and behaviour still drifts as conversations get longer. What is the right way to fix this?",multiple-choice,"Define the role, goal, explicit scope boundaries and tone once in the agent's instructions at agent creation, and send only the user's actual message on each turn","Correct. An agent's instructions are the durable definition of who it is, what it is for and what it must refuse, and they apply to every turn without being restated. Moving persona and scope there removes the per-message token overhead and stops the definition competing with, or getting buried by, the user's own words.","Keep prepending the paragraph, but repeat the scope rules again at the end of every user message so they stay close to the model's most recent context","Duplicating the block at both ends doubles the token cost of every turn and still leaves the definition inside user content, where it is easy for a long conversation, or a user's own instructions, to dilute or contradict.","Fine-tune the underlying model on 2,000 procurement conversations so the persona and scope are learned rather than instructed","Fine-tuning is a heavyweight, slow-to-iterate way to express something that is a one-paragraph configuration change, and it makes scope adjustments require a new training run. It also cannot express hard refusal rules reliably.",Enable a content filter to block HR and payroll topics before they reach the agent,"Content filters classify harmful content categories; they are not a topical scope mechanism, and HR or payroll questions are perfectly benign. Scope belongs in the agent's definition, not in a safety filter.",,,,,1,"Put role, goal, scope and tone in the agent's instructions at creation time and send only the user's message each turn. Instructions are persistent and privileged; a persona paragraph repeated inside user content is neither.",Implement generative AI and agentic solutions
"A developer registers a custom function tool named issue_credit(customer_id, amount) with an agent and expects the service to run the Python function whenever the model decides a credit is warranted. In testing, runs stop in a state indicating that action is required and no credit is ever issued, although the run's payload contains the function name and well-formed arguments. What is happening?",multiple-choice,"The model only selects the tool and produces arguments; the application must validate and authorize the call, execute the function itself, and submit the output back to the run before it can continue","Correct. For custom functions, the division of responsibility is fixed: the model chooses the tool and emits arguments, and your code decides whether the call is permitted, executes it, and returns the output to the run. The required-action state is the service telling the application that it is now the application's turn to act.","The function tool was registered without an execution handler, so registering the same schema again with the handler attached will let the service run it","This encodes the misconception that the service can run your code. A tool registration is a schema — a name, description and parameter definition — and there is nowhere for the service to obtain or execute your process's function body.","Custom function tools require the run to be created in streaming mode, because only streaming runs dispatch function execution","Streaming changes how run events are delivered, not who executes custom functions. A streaming run surfaces the same required-action event and still waits for the application to submit the tool output.","The model lacks permission to call the tool, so granting the agent's identity a data-plane role on the target service will allow the run to proceed","Role assignments govern what your application's identity may call in Azure; they do not make the platform execute a function that lives inside your process. The run is not blocked on authorization, it is blocked waiting for tool output.",,,,,1,"The run pauses in a required-action state because custom function execution is the application's job: validate and authorize the proposed call, run it, then submit the output. Registering a schema never gives the service the ability to run your code.",Implement generative AI and agentic solutions
"A compliance agent must answer questions from 30 PDF standard operating procedures that are updated a few times a year, and every answer must cite the document and section it came from. A prototype pastes the extracted text of all 30 PDFs into the agent's instructions, which now exceed the instruction size limit and produce answers with no traceable source. What should the agent use instead?",multiple-choice,"Upload the PDFs into a vector store and attach the file search tool to the agent, so it retrieves relevant passages at query time and returns citation annotations","Correct. File search indexes the uploaded documents into a vector store and retrieves only the passages relevant to each question, which keeps prompts small and removes the size limit problem. It also returns citation annotations pointing back at the source file and passage, which is precisely the traceability the compliance requirement demands.",Keep the documents in the instructions but ask the model to append the file name and section it used to each answer,"Asking the model to name its source after the fact produces plausible-looking attributions rather than verified ones, and it does nothing about the instruction size limit that already broke the prototype.",Attach the code interpreter tool and have the agent open and read each PDF from disk when a question arrives,"The code interpreter runs code in a sandbox for computation and data manipulation; it is not a retrieval system, and having it parse 30 PDFs per question is slow, brittle and produces no ranked passages or citation metadata.",Write a custom function that downloads all 30 PDFs from blob storage and returns their full text as the tool result,Returning the full text of 30 documents as a tool result just relocates the oversized context from instructions into the message history. Cost and latency rise on every question and the model still has to find the relevant passage unaided.,,,,,1,"Put the PDFs in a vector store and attach the file search tool so passages are retrieved per question with citation annotations. Instructions are for defining the agent, not for carrying a document corpus.",Implement generative AI and agentic solutions
"A single operations agent has accumulated 41 tools spanning billing, shipping, device diagnostics and account administration. Evaluation shows tool-selection accuracy falling from 94% at 12 tools to 71% at 41, several tools have overlapping descriptions such as ""look up an order"" and ""fetch order details"", and each run now sends about 9,000 tokens of tool definitions. What is the right restructuring?",multiple-choice,"Split the capability into specialized agents with focused, non-overlapping toolsets and have a coordinating agent delegate each request to the right specialist","Correct. Selection accuracy degrades as the candidate set grows and as descriptions overlap, so the structural fix is to shrink the choice each model call faces. Specialists with a handful of coherent tools each, behind a coordinator that routes by domain, restores a small decision space and cuts the per-run tool-definition tokens.",Keep the single agent but rewrite all 41 tool descriptions to be longer and more detailed so the model can distinguish them,"Longer descriptions add to the 9,000 tokens already spent per run and do not resolve genuinely duplicated capabilities — two tools that do the same thing stay ambiguous however elaborately they are described. Deduplication and decomposition come first.",Keep the single agent and set temperature to 0 so that tool selection becomes deterministic,"Determinism is not accuracy: temperature 0 makes the agent choose the same wrong tool every time for a given phrasing. The problem is the size and ambiguity of the candidate set, which sampling parameters cannot change.",Keep the single agent and force tool use on every turn so the model cannot answer without consulting a tool,"Forcing tool use addresses whether a tool is called, not which one. With 41 overlapping options the model is just as likely to pick the wrong one, and requests that need no tool now waste a call.",,,,,1,"Decompose into specialized agents with focused toolsets behind a coordinating agent. Tool-selection accuracy falls as the candidate set grows and overlaps, and no amount of description tuning or parameter pinning changes that.",Implement generative AI and agentic solutions
"Finance will let a support agent issue refunds without a human when the amount is under 50 USD, but every refund at or above that amount must be approved by a named agent supervisor before the money moves. The agent already has a process_refund function tool, and the underlying payments API accepts any amount the caller sends. Which two safeguards should you implement? (Choose two.)",multi-select,"Implement the threshold check in the tool-execution path, so proposed refunds at or above 50 USD are suspended and executed only after a supervisor records an approval decision","Correct. The approval gate must sit where execution happens: the model proposes the refund, and the application decides whether it may proceed. Suspending the run pending a recorded approval decision makes the control enforceable and produces the audit trail finance needs.","Scope the credential the tool executes with so the payments API itself rejects amounts above the ceiling, giving a second enforcement point independent of the agent",Correct. Defense in depth means the boundary is enforced even if the orchestration layer is bypassed or buggy. A credential or API-side limit that cannot issue more than the ceiling turns a policy into a technical constraint that no prompt injection can talk its way past.,Add an instruction telling the agent to ask the supervisor for permission before issuing any refund of 50 USD or more,"Instructions influence behaviour probabilistically. A cleverly worded customer message, an unusual case, or ordinary sampling variance can produce a refund without the approval step, which is why financial controls are never implemented as prompt text.",Log every refund the agent issues to Application Insights and have a supervisor review the previous day's refunds each morning,"Daily review is detection after the money has left, not prevention. It is a useful supplementary control but it does not satisfy a requirement that approval happen before the refund is issued.",,,,,"1,2","Enforce the approval gate in the tool-execution path and back it with a credential or API-side ceiling. Prompt instructions bias behaviour but cannot guarantee it, and after-the-fact log review detects violations rather than preventing them.",Implement generative AI and agentic solutions
"A deployed scheduling agent produces answers that read well and are grounded in its knowledge source, but operators complain that it frequently misreads what was asked — booking a reschedule when a cancellation was requested — and calls check_availability with the wrong technician identifier. Groundedness averages 0.93. Which evaluators should you add to quantify these specific failures?",multiple-choice,"Intent resolution, tool call accuracy and task adherence evaluators, which score whether the agent understood the request, called the right tools with the right arguments, and stayed within its instructions","Correct. These are agent-specific metrics aimed at exactly the reported defects: intent resolution measures whether the agent correctly understood what the user wanted, tool call accuracy measures whether the right tool was invoked with the right parameters, and task adherence measures whether it stayed inside its assigned job.",Groundedness and retrieval evaluators run against a larger and more diverse evaluation set,"The scenario already reports 0.93 groundedness, so the failure is not about unsupported claims. Running the same content-support metrics on more data measures the thing that is already working.","Coherence and fluency evaluators, since misunderstood requests usually produce less coherent responses","Coherence and fluency assess the language, and a confidently wrong reschedule is usually perfectly coherent. These metrics would stay high while the operational failures continue.","Content safety evaluators across the harm categories, run on the same scheduling conversations","Safety evaluators look for harmful content, which is unrelated to misreading intent or passing a wrong technician identifier. They are a necessary part of a release gate but blind to this class of defect.",,,,,1,"Add intent resolution, tool call accuracy and task adherence evaluators. Response-level metrics such as groundedness and fluency can look excellent while the agent misunderstands requests and calls tools with wrong arguments.",Implement generative AI and agentic solutions
"A release-notes generator must emit three short sections in a fixed order with dates written as 2026-04-16 and no marketing adjectives. The prompt describes these rules in two paragraphs of prose, temperature is 0.7, and reviewers reject roughly a third of drafts for reordered sections, dates like ""16 April 2026"", and phrases such as ""exciting new capability"". What should you change first?",multiple-choice,"Add three short few-shot examples that demonstrate the exact section order, date format and tone, and lower temperature to around 0.2 for this task","Correct. Format and tone are far easier for a model to imitate than to infer from prose rules, so a couple of correctly shaped examples usually eliminate most drift immediately. Lowering temperature narrows sampling toward the demonstrated pattern, which is what a style-conformance task wants.",Raise temperature to 0.9 so the model explores more phrasings and is more likely to find one that matches the house style,"Higher temperature increases variety, which is the opposite of what a fixed-format task needs. Reviewers are rejecting drafts for deviating from a house style, so more exploration produces more rejections, not fewer.",Rewrite the two paragraphs of rules at greater length and repeat the most important ones at the top and bottom of the prompt,More prose about the rules adds tokens and still asks the model to infer a format it could simply be shown. Repetition at both ends helps marginally at best and leaves the 0.7 temperature driving variation.,Fine-tune a model on the last two years of accepted release notes so the house style is learned rather than described,"Fine-tuning is a reasonable long-term option but it is slow, costly and hard to iterate for a problem that a few examples and a parameter change usually solve. Try the cheap, reversible fix before training a model.",,,,,1,"Add a few correctly formatted examples and lower temperature for this task. Demonstration outperforms description for format and tone, and a creative-writing temperature is the wrong setting for a fixed-shape document.",Implement generative AI and agentic solutions
"An analyst-report generator drafts a 1,200-word market summary from ten retrieved sources. Review finds that about 11% of individual statements are not supported by any retrieved source, and compliance requires that number to fall below 2% before launch. The team can tolerate roughly doubled latency and cost on the final draft only. What should they implement?",multiple-choice,A self-critique pass over the completed draft in which a second call checks each claim against the retrieved sources and either revises it or flags it for human review,"Correct. A verification pass separates generation from checking, so the second call's only job is to test each claim against the evidence — a much easier task than writing well and staying grounded at the same time. Applying it to the final draft alone fits the stated cost and latency budget, and the flag path keeps a human on the residual cases.","Appending ""Let's think step by step"" to the drafting prompt so the model reasons more carefully as it writes","A generic reasoning instruction produces small and inconsistent gains and provides no verification step or audit artifact. Compliance needs a measurable reduction with evidence, not a prompt that encourages care.","Generating three drafts at temperature 0.8 and selecting the longest one, on the basis that more detail means better sourcing","Sampling several drafts and picking the longest optimizes for verbosity, which typically increases the number of unsupported statements. Length is not a proxy for grounding, and nothing in this approach checks claims against sources.",Raising the retrieval top-k from 10 to 40 so that every claim the model might make is likely to be covered by some source,"More retrieved context can help coverage but also dilutes attention and gives the model more material to conflate. It does not detect the unsupported statements that remain, so it cannot demonstrate the required reduction.",,,,,1,"Add a self-critique pass that checks each claim in the final draft against the retrieved sources and revises or flags it. Splitting writing from verification is what produces a measurable, auditable reduction in unsupported statements.",Implement generative AI and agentic solutions
"After a production incident, the team could not reconstruct what a Foundry agent did during a failing run: they had application logs showing only ""run started"" and ""run failed"", with no view of retrieval, model or tool spans. They now want end-to-end run traces queryable alongside the rest of the platform's telemetry. Which two steps set this up? (Choose two.)",multi-select,Connect an Application Insights resource to the Foundry project so run telemetry has a destination,"Correct. Traces need somewhere to land, and connecting Application Insights to the project provides the store and the query surface where run telemetry can be correlated with the rest of the application's traces.","Enable the OpenTelemetry instrumentation in the application so agent, model and tool operations emit spans to that destination, deciding explicitly whether prompt and response content is recorded","Correct. The instrumentation is what actually emits the spans for retrieval, model calls and tool invocations that reconstruct a run. Content recording is an explicit choice because prompts and responses may contain personal data, so it must be enabled deliberately rather than by accident.",Set the SDK's logging level to DEBUG and collect the resulting stdout from the container logs,"DEBUG logging produces unstructured text without span identifiers or parent-child relationships, so you cannot reconstruct a run's shape or its timing breakdown. It also risks dumping prompt content into container logs with no governance.",Turn on resource-level diagnostic settings so request counts and latency metrics flow to a Log Analytics workspace,"Diagnostic settings give aggregate metrics such as request counts, latency and throttling — useful for capacity work, but they contain no per-run span detail, so the incident would still be unreconstructable.",,,,,"1,2","Connect Application Insights to the project and enable OpenTelemetry instrumentation in the app, choosing deliberately whether to record prompt content. Verbose logs and resource metrics are not substitutes for correlated per-run spans.",Implement generative AI and agentic solutions
"Analysis of 50,000 support conversations shows that about 80% are answered correctly by a small model deployment, while the remaining 20% — multi-part questions and account-specific troubleshooting — need the large model. Everything currently goes to the large model. Quality must not regress, and the team can build any routing logic they need. What design should they adopt?",multiple-choice,"Attempt each request on the small model first and escalate to the large model when a defined check — such as low confidence, an abstention, or a failed validation of the answer — indicates the small model could not handle it","Correct. A cascade captures the 80% of easy traffic at the small model's price while an explicit escalation signal protects quality on the rest. The critical design decision is the escalation criterion — confidence, explicit abstention, or a validation check on the produced answer — because that is what bounds the quality regression.","Route by a static keyword list, sending any message containing words like ""account"" or ""billing"" to the large model and everything else to the small model","Keyword routing is brittle: it misroutes paraphrases that never use the listed words and over-routes simple questions that happen to mention billing. It also cannot adapt as the conversation mix shifts, so the quality risk is unbounded.",Send every request to both models concurrently and return whichever response arrives first,"Running both models on every request pays for the large model on all traffic plus the small model on top, so cost rises rather than falls. Returning the first response also means the small model usually wins, including on the hard 20%.",Keep the large model for everything and reduce cost by shortening the system prompt and capping output length,Prompt trimming and output caps produce modest savings on a workload where 80% of requests do not need the large model at all. It leaves the main lever — model selection per request — entirely unused.,,,,,1,"Use a small-model-first cascade with a defined escalation signal such as low confidence, abstention or a failed answer validation. Keyword routing is too brittle to protect quality, and racing both models raises cost instead of lowering it.",Implement generative AI and agentic solutions
