Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
"Signe, a communications coordinator at a renewable-energy developer, reads a community briefing Claude drafted about a wind project from the project documents she supplied. Which two features of the draft should she treat as warning signs requiring closer scrutiny? (Choose two.)",multi-select,Precise-sounding statistics that do not appear anywhere in the documents she provided,"Correct. A statistic that cannot be traced to the supplied material had to come from somewhere else — general model knowledge or outright fabrication. Precision makes such numbers more dangerous, not more credible, because they read as authoritative in a public-facing briefing.","Hedged phrasing such as ""approximately"" where the source documents give rounded figures","Hedged language mirroring rounded source figures is honest representation, not a defect. Flagging appropriate uncertainty as suspicious inverts the evaluation: overconfident precision is the red flag, and calibrated approximation is what a faithful draft should contain.",Specific project details that go beyond anything contained in the source material,"Correct. Content exceeding the source is the signature of the model filling gaps — plausible details about roads, timelines, or noise levels that no document supports. In a community briefing, unsupported specifics become public commitments, so anything beyond the source needs verification or removal.",A briefing that is substantially shorter than the underlying project documents,"Briefings are supposed to be dramatically shorter than the project files they distill; compression is the job. Length reduction alone signals nothing — what matters is whether the retained claims are supported, which the other two flags actually test.",,,,,"1,3","Flag content the source cannot account for: the red flags in grounded drafting are unsourceable statistics and details beyond the supplied material, not honest hedging or compression.",Output Evaluation and Validation
"Bao, a franchise operations manager at a smoothie chain, receives a Claude-drafted expansion report that states ""42 locations"" in the introduction but shows 47 locations in a later table. How should he interpret and handle this discrepancy?",multiple-choice,"Use the figure from the table, since structured data is generally more reliable than narrative prose","There is no rule that tables are generated more accurately than prose — both came from the same generation process, and either could hold the error. Picking a winner by format is a guess dressed up as a heuristic.",Ask Claude which of the two figures is correct and adopt whichever one it confirms,Asking the model to adjudicate its own contradiction just produces a confident selection with no new evidence behind it. The model already produced both numbers; its preference between them is not verification.,"Treat the contradiction as a reliability warning: verify the true count in the source data, and scrutinize the report's related figures before using any of them","Correct. An internal inconsistency is more than a typo to patch — it is evidence that the generation process mishandled this data at least once. The correct figure must come from the source records, and the demonstrated slip means neighboring figures deserve scrutiny before the report circulates.",Assume the two figures describe different time periods and present the report without changes,"Inventing an innocent explanation for an unexplained contradiction is how errors get rationalized into reports. If two periods were genuinely intended, the report should say so and the source data should confirm it — assumption is not a validation method.",,,,,3,"An internal contradiction is a reliability alarm: when an output disagrees with itself, resolve the figure at the source and widen scrutiny of nearby claims.",Output Evaluation and Validation
"Jonas, an executive assistant at a maritime shipping firm, reviews board-meeting minutes that Claude drafted from an uploaded transcript. Which two elements of the draft are most likely to be fabrications he should catch? (Choose two.)",multi-select,A condensed paraphrase that compresses a long fuel-contract discussion into three sentences,"Condensing a long discussion into a faithful short paraphrase is exactly what minute-drafting is for. Compression is expected behavior, not fabrication — the test is whether the paraphrase misrepresents the discussion, not whether it shortens it.",A verbatim quote attributed to the CFO that does not appear anywhere in the transcript,"Correct. Quotation marks assert that exact words were spoken, and a ""verbatim"" line absent from the transcript is a classic hallucination: the model composed plausible speech and attributed it. In board minutes, an invented CFO quote is a serious misrepresentation with governance consequences.","A note that one agenda item was deferred to next quarter, matching what the transcript records","An entry that accurately matches the transcript is the draft working as intended. Flagging correct, source-supported content as suspicious would make review meaningless — identification skill lies in separating supported claims from unsupported ones.",A precise budget figure that appears nowhere in the transcript or any attached material,"Correct. Numbers are asserted facts, and a precise figure with no origin in any provided material had to be generated rather than extracted. Fabricated specifics like this read as authoritative in official minutes, which is precisely why untraceable figures must be caught before approval.",,,,,"2,4","Quotes and figures must trace to the transcript: in source-grounded drafting, verbatim quotes and precise numbers absent from the source are the highest-risk fabrications.",Output Evaluation and Validation
"Tessa, a content strategist at an oral-care products brand, is preparing a blog post with Claude that cites consumer-habit statistics. She wants the fact-checking to be as efficient and reliable as possible. Which technique best achieves that?",multiple-choice,"Treat any claim as verified once Claude lists a citation for it, since cited claims have been sourced","A listed citation is a claim about a source, not proof of one — models can attach fabricated references or real references that say something different. Treating citation as verification skips the entire step where checking actually happens.","Use only rounded, approximate numbers in the post so that precision errors become impossible","Rounding changes the size of a potential error, not whether the underlying claim is true; a rounded version of a fabricated statistic is still fabricated. This manages the appearance of precision instead of validating anything.",Judge each statistic against her own industry intuition and check only the ones that feel wrong,"Intuition-filtered checking misses the most dangerous category: plausible fabrications, which by definition feel right. A statistic that fits her expectations sails through unchecked, and those are exactly the claims a fluent model produces.","Ask Claude to provide the source for each statistic, then open every source to confirm it exists and actually reports the figure — citations ease verification but must themselves be verified","Correct. Requesting sources at generation time structures the output for verification — every claim arrives with a checkable origin. The essential second step is opening each source to confirm it exists and actually supports the figure, because the citation itself is generated text too.",,,,,4,"Generate with sources, then verify the sources: asking for citations makes outputs verifiable by design, but each citation must still be opened and confirmed.",Output Evaluation and Validation
"Hugo, a speechwriter at a chamber of commerce, has a Claude-drafted speech mixing employment figures, dates, and named local businesses with rhetorical passages about community spirit. With limited time before the event, how should he apply fact-checking?",multiple-choice,"Check every sentence with equal rigor, including the rhetorical passages about community spirit","Rhetorical passages contain no propositions a source could confirm or refute — ""our community's spirit is strong"" cannot be fact-checked, only judged for tone. Spending scarce time ""verifying"" style steals rigor from the employment figures that can actually be wrong.","Separate the verifiable factual claims — figures, dates, names — and check those against authoritative sources; the rhetorical passages are judgment and style, not checkable facts","Correct. The first move in fact-checking is sorting content by checkability: figures, dates, and named entities are verifiable claims with authoritative sources; rhetoric is aesthetic judgment. Concentrating limited verification time on the checkable claims is how the technique is applied efficiently.","Skip fact-checking altogether, since a ceremonial speech is persuasive rather than informational","Ceremonial speeches still assert facts — a wrong employment figure or a misnamed business is an error the audience will notice and the chamber will own. The genre changes the tone, not the obligation to get checkable claims right.","Check only the claims that sound surprising, since unremarkable statements are unlikely to be wrong","Plausibility-filtering is the trap: fluent models produce fabrications that sound perfectly unremarkable, and those pass a surprise-based screen untouched. Whether a claim gets checked should depend on whether it is checkable and consequential, not on whether it raises eyebrows.",,,,,2,"Sort claims by checkability before checking: separate verifiable figures, dates, and names from rhetoric, then spend limited verification effort on the checkable claims.",Output Evaluation and Validation
"Sana, an office manager at a metal-fabrication company, used Claude to draft a one-page equipment lockout safety refresher from the official machine manual she uploaded. She cannot herself judge whether the technical steps are correct. What should happen before the page is distributed to the floor?",multiple-choice,"Distribute it, since the draft was generated directly from the official manual she provided","Grounding in the manual reduces error risk but cannot eliminate it — a dropped step, a reordered sequence, or a condensed warning changes safety-critical meaning. For content where an error can injure someone, source-grounding is not a substitute for qualified review.","Simplify the language further, so any technical inaccuracies matter less to readers","Simplification changes readability, not correctness, and in safety procedures oversimplification is itself a hazard — removing a caveat or merging two steps can make instructions dangerous. Making an error easier to read does not make it matter less.","Have the site safety officer review it, because review only functions when the reviewer can actually recognize errors in the content","Correct. Human review has a competence requirement: the reviewer must be able to recognize an error when they see one. Sana has correctly identified that she cannot evaluate this content, so the review must go to someone who can — the safety officer with authority over these procedures.",Ask a colleague in the accounting department to proofread the page before it is posted,A proofreader from accounting can catch typos but has the same blind spot Sana does: no ability to spot a wrong sequence or missing isolation step. Review by someone unqualified in the subject creates the appearance of diligence without its substance.,,,,,3,"Review requires a reviewer who can catch the error: escalation means matching reviewer expertise to the content, because unqualified review is only the appearance of diligence.",Output Evaluation and Validation
"Rocco, a public-relations manager at a kombucha brewery, produced several outputs with Claude this week. Which two require additional verification before they are used? (Choose two.)",multi-select,A market-growth statistic that will be quoted in a press release sent to journalists,"Correct. A statistic in a press release will be repeated by journalists under the brewery's name, and a fabricated or outdated figure becomes a public, quotable error. External publication plus a checkable factual claim is a textbook trigger for verification before use.",A friendlier rewording of a paragraph Rocco wrote himself for the internal newsletter,"The underlying content is Rocco's own text, and the change is stylistic — he is fully competent to judge whether the friendlier version still says what he meant. Low stakes plus self-evident evaluation means a read-through is sufficient.",A comparative claim about a rival brand's ingredients destined for advertising copy,"Correct. Factual claims about a competitor's product carry legal exposure: if the ingredient claim is wrong, advertising it invites false-advertising complaints and a public correction. Comparative marketing claims need verification against reliable evidence, and often legal review, before publication.",A draft agenda for the team's Monday planning meeting,An internal meeting agenda is low-consequence and instantly correctable — a missing item gets added in the meeting's first minute. Demanding formal verification for it confuses the presence of AI with the presence of risk.,,,,,"1,3","External claims with legal or public weight get verified: verification triggers combine audience and consequence, so publishable statistics and competitor claims demand it while self-judgeable internal drafts do not.",Output Evaluation and Validation
"Stefan, a training lead at an HVAC equipment manufacturer, uses Claude to adapt installer-manual content into a plain-language maintenance guide for homeowners. The adaptation reads beautifully. What quality step does this adaptation still require?",multiple-choice,"None — adaptation only changes style and reading level, so the facts are guaranteed to carry over intact","Adaptation is regeneration, not reformatting — every sentence is rewritten, and rewriting can turn ""at least 30 inches of clearance"" into ""about two feet"" or soften a warning into a suggestion. Style transformation and factual preservation are separate outcomes, and only one was requested.","Checking the adapted version against the original manual, since rewording for lay readers can subtly change technical facts like clearances, intervals, and safety warnings","Correct. Simplification is a known vector for accuracy drift: units get rounded, conditions get dropped, and safety caveats get smoothed away in the name of readability. Comparing the adapted guide against the original manual — especially numbers, intervals, and warnings — is the review this step specifically demands.","Verifying the original manual once more, since the source is what ultimately matters for accuracy","The manual's accuracy was never in question; it is the fixed reference point. The new risk was introduced by the transformation between the manual and the homeowner guide, and re-reading the source without comparing the adaptation checks the wrong document.",Asking Claude to confirm that it kept all technical facts identical during the adaptation,"The model's assurance about its own faithfulness is generated text, not a comparison — a model that unknowingly altered a clearance figure will sincerely report fidelity. The check requires putting the two documents side by side, which only a human reviewer actually does.",,,,,2,"Re-verify facts after every audience transformation: adaptation regenerates the text, so numbers, intervals, and warnings must be re-checked against the original.",Output Evaluation and Validation
"Odile, an HR lead at a regional bakery chain, is adapting the leave-policy document with Claude for frontline staff, who typically read workplace messages on their phones during short breaks. Which two practices will make the adaptation effective? (Choose two.)",multi-select,"Make the adapted version as brief as possible, assuming frontline staff will not read policy text anyway","Brevity driven by the assumption that the audience will not read is condescension posing as adaptation — and cutting too much removes the notice periods and steps staff genuinely need. The goal is fitting the content to the reader, not minimizing it out of pessimism.","Tell Claude the audience's reading context and background — read on phones during breaks, no HR terminology — so the rewrite fits how it will actually be used","Correct. Audience adaptation starts with specifying the audience concretely: the reading device, the time available, and the vocabulary the readers do and do not share. ""Phones, short breaks, no HR terminology"" gives Claude the constraints that determine structure, sentence length, and word choice.",Soften the policy's requirements in the rewrite so the overall tone feels friendlier to staff,"Tone can and should be warm, but softening the requirements changes the policy itself — staff who follow a friendlier paraphrase of the notice rules may be out of compliance with the actual policy. Adaptation must preserve substance exactly while transforming register.",Pilot the adapted version with a few frontline employees and refine it based on what they misunderstand,"Correct. The target audience is the only authoritative judge of whether the adaptation works: piloting with real frontline employees surfaces the misreadings neither Odile nor Claude can predict, and their confusions become the concrete revision list for the next iteration.",,,,,"2,4","Specify the reader's context, then test with real readers: effective adaptation states the audience's reading conditions up front and validates the result with the actual audience.",Output Evaluation and Validation
"Ibrahim, an office administrator at a law firm, has Claude review three competing copier service contracts so the partners can choose one at Friday's meeting. Which output format should he request?",multiple-choice,A flowing narrative that discusses each contract in turn with full paragraphs of analysis,"Narrative buries the comparison: to weigh exit terms, the partners must hunt through three separate paragraphs and hold the figures in memory. Prose is the right format for argument and nuance, not for lining up three options against the same criteria.","Three separate summaries produced in three separate conversations, one per contract","Splitting the work across conversations guarantees inconsistency — each summary emphasizes different aspects, so the three outputs cannot be laid side by side. The comparison the partners need is exactly what three disconnected summaries fail to produce.",A single-paragraph verdict recommending one contract so the partners get a fast answer,"A verdict without visible trade-offs asks the partners to ratify a conclusion they cannot inspect, on a contract decision they own. The meeting needs the comparison itself; a recommendation can accompany it, but cannot replace it.","A comparison table with the contracts as columns and consistent criteria — cost, response time, exit terms — as rows, since a side-by-side structure matches how the choice will be made","Correct. Format should mirror the decision structure: choosing among options against shared criteria is inherently tabular, and a table with consistent rows makes gaps, outliers, and trade-offs visible at a glance. Selecting structured output when the task is comparison is the core format-selection judgment.",,,,,4,"Comparisons across options belong in a table: choose the output format that mirrors the task's structure, and evaluating options against shared criteria is inherently side-by-side.",Output Evaluation and Validation
"Dario, a knowledge coordinator at an elevator-maintenance company, is consolidating findings from many Claude research sessions into a single reference page his field teams will consult. Which two practices will make the consolidated page most useful? (Choose two.)",multi-select,"Group the material by topic and by relevance to the teams' recurring tasks, rather than by the order in which the research happened","Correct. Organization should serve the reader's retrieval pattern, not the researcher's history: field teams arrive with a task and need the relevant findings grouped where they will look. Chronological order preserves how the research unfolded, which is the one thing no user of the page cares about.","Include every finding gathered across all the sessions, so that no detail is ever lost","Including everything is hoarding, not curating — the marginal findings dilute the important ones, and a bloated page trains field teams to stop consulting it. Curation means the discipline of leaving things out; completeness of the archive belongs elsewhere.",Keep source attributions attached to the claims so teammates can re-verify any item later,"Correct. A reference page outlives the sessions that fed it, and claims will eventually be questioned or need updating. Source attributions kept with each claim make every item independently re-verifiable later — traceability is what separates curated knowledge from unsourced folklore.",Merge everything into one continuous narrative so the page reads smoothly from start to finish,"A continuous narrative optimizes for reading start-to-finish, which is exactly how a reference page is never used. Field teams scan and jump; headings, groups, and structure serve that access pattern, while smooth prose actively hides the item someone came to find.",,,,,"1,3","Organize for retrieval, attribute for re-verification: curated reference material is grouped by how readers look things up, with sources kept attached to claims.",Output Evaluation and Validation
"Yusuf, a facilities manager at a hotel chain, is working with Claude on a one-page kitchen safety briefing that housekeeping and kitchen leads will download, print, and post in every property. He wants a polished, formatted document he can refine and then take out of the chat. Which feature fits?",multiple-choice,"An artifact, so the briefing exists as a standalone, formatted document he can iterate on and export when it is ready","Correct. Artifacts are designed for exactly this: a substantial, formatted deliverable that lives as its own standalone piece of content, gets refined through successive requests, and can be exported or shared once finished. The briefing is a document, so it belongs in an artifact.","Research mode, so the briefing is grounded in a wide sweep of external safety sources before anything is drafted","Research mode addresses a different need — extended, multi-source investigation of a question. Yusuf's need is a polished deliverable from knowledge he already has; choosing a research feature does nothing for formatting, iteration, or export of the document itself.","A new Project, since any document intended for multiple properties requires Project-level configuration first",Projects pay off when context and instructions recur across many conversations over time. A single one-page briefing does not require Project setup; the number of properties that will display the poster has no bearing on which feature produces the document.,"Plain inline chat responses, copying each revision manually into a separate file as the wording evolves","Manually copying each inline revision into an external file recreates by hand what artifacts do automatically — maintain one evolving, standalone version of the deliverable. It fragments the work across chat turns and invites version confusion.",,,,,1,"Deliverables belong in artifacts: a formatted document meant to be refined, exported, and shared is exactly what the artifact container exists for.",Product and Model Selection
