Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
A company stores canonical documents in S3 and relational metadata in RDS while using a vector engine for similarity search. Which principle should govern identifiers?,multiple-choice,Use stable document and chunk identifiers across stores for traceability,Correct. This choice applies the key production rule: stable cross-store identifiers preserve lineage updates and deletion.,Generate unrelated identifiers in every store,Incorrect. Choosing Generate unrelated identifiers in every store addresses a related concern but misses the decisive constraint. The required design follows the rule that stable cross-store identifiers preserve lineage updates and deletion.,Use document text itself as a mutable primary key,Incorrect. Choosing Use document text itself as a mutable primary key addresses a related concern but misses the decisive constraint. The required design follows the rule that stable cross-store identifiers preserve lineage updates and deletion.,Discard source identifiers after embedding,Incorrect. Choosing Discard source identifiers after embedding addresses a related concern but misses the decisive constraint. The required design follows the rule that stable cross-store identifiers preserve lineage updates and deletion.,,,,,1,"The decisive production principle is that stable cross-store identifiers preserve lineage updates and deletion. Applying it addresses the explicit architecture, quality, security, or operational signal in the scenario.","Foundation Model Integration, Data Management, and Compliance"
"A vector-store migration changes embedding dimensions, and new vectors cannot coexist with the old index mapping. Which rollout is safest?",multiple-choice,"Build a versioned parallel index, backfill, validate, then switch an alias",Correct. This choice applies the key production rule: versioned parallel indexes enable validation and rollback during schema changes.,Overwrite the live index mapping in place,Incorrect. Choosing Overwrite the live index mapping in place addresses a related concern but misses the decisive constraint. The required design follows the rule that versioned parallel indexes enable validation and rollback during schema changes.,Mix dimensions and ignore rejected writes,Incorrect. Choosing Mix dimensions and ignore rejected writes addresses a related concern but misses the decisive constraint. The required design follows the rule that versioned parallel indexes enable validation and rollback during schema changes.,Delete the live index before backfill,Incorrect. Choosing Delete the live index before backfill addresses a related concern but misses the decisive constraint. The required design follows the rule that versioned parallel indexes enable validation and rollback during schema changes.,,,,,1,"The decisive production principle is that versioned parallel indexes enable validation and rollback during schema changes. Applying it addresses the explicit architecture, quality, security, or operational signal in the scenario.","Foundation Model Integration, Data Management, and Compliance"
A team selects DynamoDB for document metadata and OpenSearch for vectors. It needs atomic visibility of a new document across both systems. Which design is most robust?,multiple-choice,Use a workflow with idempotency status and publish only after both writes succeed,Correct. This choice applies the key production rule: multi-store indexing needs explicit state and idempotent consistency controls.,Assume two independent writes are automatically atomic,Incorrect. Choosing Assume two independent writes are automatically atomic addresses a related concern but misses the decisive constraint. The required design follows the rule that multi-store indexing needs explicit state and idempotent consistency controls.,Let users query partially indexed records,Incorrect. Choosing Let users query partially indexed records addresses a related concern but misses the decisive constraint. The required design follows the rule that multi-store indexing needs explicit state and idempotent consistency controls.,Use model confidence to detect incomplete transactions,Incorrect. Choosing Use model confidence to detect incomplete transactions addresses a related concern but misses the decisive constraint. The required design follows the rule that multi-store indexing needs explicit state and idempotent consistency controls.,,,,,1,"The decisive production principle is that multi-store indexing needs explicit state and idempotent consistency controls. Applying it addresses the explicit architecture, quality, security, or operational signal in the scenario.","Foundation Model Integration, Data Management, and Compliance"
A code knowledge base performs poorly because an embedding model selected for general prose does not preserve code similarity. What should the team do?,multiple-choice,Benchmark embedding models on representative code retrieval tasks,Correct. This choice applies the key production rule: embedding selection requires domain-specific retrieval evaluation.,Increase generation temperature,Incorrect. Choosing Increase generation temperature addresses a related concern but misses the decisive constraint. The required design follows the rule that embedding selection requires domain-specific retrieval evaluation.,Add more replicas before measuring recall,Incorrect. Choosing Add more replicas before measuring recall addresses a related concern but misses the decisive constraint. The required design follows the rule that embedding selection requires domain-specific retrieval evaluation.,Assume all embeddings are domain interchangeable,Incorrect. Choosing Assume all embeddings are domain interchangeable addresses a related concern but misses the decisive constraint. The required design follows the rule that embedding selection requires domain-specific retrieval evaluation.,,,,,1,"The decisive production principle is that embedding selection requires domain-specific retrieval evaluation. Applying it addresses the explicit architecture, quality, security, or operational signal in the scenario.","Foundation Model Integration, Data Management, and Compliance"
Initial retrieval returns relevant passages but low-value near duplicates crowd out the most authoritative source. Which post-retrieval step can help?,multiple-choice,Apply an Amazon Bedrock reranker and deduplicate candidates,Correct. This choice applies the key production rule: reranking can reorder candidates using richer relevance signals.,Increase output token count,Incorrect. Choosing Increase output token count addresses a related concern but misses the decisive constraint. The required design follows the rule that reranking can reorder candidates using richer relevance signals.,Disable source metadata,Incorrect. Choosing Disable source metadata addresses a related concern but misses the decisive constraint. The required design follows the rule that reranking can reorder candidates using richer relevance signals.,Re-embed the user response,Incorrect. Choosing Re-embed the user response addresses a related concern but misses the decisive constraint. The required design follows the rule that reranking can reorder candidates using richer relevance signals.,,,,,1,"The decisive production principle is that reranking can reorder candidates using richer relevance signals. Applying it addresses the explicit architecture, quality, security, or operational signal in the scenario.","Foundation Model Integration, Data Management, and Compliance"
A service exposes vector queries to several agents. Each agent currently invents a different request schema and authorization field. What should replace this?,multiple-choice,A standardized function or MCP contract with enforced identity context,Correct. This choice applies the key production rule: standardized retrieval contracts preserve validation identity and portability.,Prompt examples alone,Incorrect. Choosing Prompt examples alone addresses a related concern but misses the decisive constraint. The required design follows the rule that standardized retrieval contracts preserve validation identity and portability.,Separate unversioned endpoints per agent,Incorrect. Choosing Separate unversioned endpoints per agent addresses a related concern but misses the decisive constraint. The required design follows the rule that standardized retrieval contracts preserve validation identity and portability.,Direct database credentials in model context,Incorrect. Choosing Direct database credentials in model context addresses a related concern but misses the decisive constraint. The required design follows the rule that standardized retrieval contracts preserve validation identity and portability.,,,,,1,"The decisive production principle is that standardized retrieval contracts preserve validation identity and portability. Applying it addresses the explicit architecture, quality, security, or operational signal in the scenario.","Foundation Model Integration, Data Management, and Compliance"
"A latency trace shows vector search consumes 900 ms, reranking 80 ms, and FM generation 250 ms. Where should optimization start?",multiple-choice,Vector index and query performance,Correct. This choice applies the key production rule: measurement should target the dominant latency component.,The model's output temperature,Incorrect. Choosing The model's output temperature addresses a related concern but misses the decisive constraint. The required design follows the rule that measurement should target the dominant latency component.,Prompt approval workflow,Incorrect. Choosing Prompt approval workflow addresses a related concern but misses the decisive constraint. The required design follows the rule that measurement should target the dominant latency component.,FM cross-region routing,Incorrect. Choosing FM cross-region routing addresses a related concern but misses the decisive constraint. The required design follows the rule that measurement should target the dominant latency component.,,,,,1,"The decisive production principle is that measurement should target the dominant latency component. Applying it addresses the explicit architecture, quality, security, or operational signal in the scenario.","Foundation Model Integration, Data Management, and Compliance"
An assistant cannot determine which of two customer accounts a request references and currently guesses. Which workflow is best?,multiple-choice,Ask a targeted clarification and persist the selected context,Correct. This choice applies the key production rule: ambiguity should trigger clarification rather than unsupported action.,Increase temperature so one account is chosen creatively,Incorrect. Choosing Increase temperature so one account is chosen creatively addresses a related concern but misses the decisive constraint. The required design follows the rule that ambiguity should trigger clarification rather than unsupported action.,Search both accounts without authorization,Incorrect. Choosing Search both accounts without authorization addresses a related concern but misses the decisive constraint. The required design follows the rule that ambiguity should trigger clarification rather than unsupported action.,Return a plausible combined answer,Incorrect. Choosing Return a plausible combined answer addresses a related concern but misses the decisive constraint. The required design follows the rule that ambiguity should trigger clarification rather than unsupported action.,,,,,1,"The decisive production principle is that ambiguity should trigger clarification rather than unsupported action. Applying it addresses the explicit architecture, quality, security, or operational signal in the scenario.","Foundation Model Integration, Data Management, and Compliance"
"A workflow must classify a request, branch to specialized prompts, validate output, and retry only the failed stage. Which Bedrock capability is designed for this composition?",multiple-choice,Amazon Bedrock Prompt Flows,Correct. This choice applies the key production rule: Prompt Flows composes reusable prompt stages with branching and processing.,Amazon Polly neural voices,Incorrect. Choosing Amazon Polly neural voices addresses a related concern but misses the decisive constraint. The required design follows the rule that Prompt Flows composes reusable prompt stages with branching and processing.,S3 Transfer Acceleration,Incorrect. Choosing S3 Transfer Acceleration addresses a related concern but misses the decisive constraint. The required design follows the rule that Prompt Flows composes reusable prompt stages with branching and processing.,AWS Artifact agreements,Incorrect. Choosing AWS Artifact agreements addresses a related concern but misses the decisive constraint. The required design follows the rule that Prompt Flows composes reusable prompt stages with branching and processing.,,,,,1,"The decisive production principle is that Prompt Flows composes reusable prompt stages with branching and processing. Applying it addresses the explicit architecture, quality, security, or operational signal in the scenario.","Foundation Model Integration, Data Management, and Compliance"
A team uses a reasoning-style prompt and assumes its persuasive explanation proves the answer is factual. What is the correct governance response?,multiple-choice,Evaluate outputs against evidence and task metrics rather than trusting reasoning text,Correct. This choice applies the key production rule: generated reasoning is not a substitute for verifiable evaluation.,Expose longer reasoning as the only quality gate,Incorrect. Choosing Expose longer reasoning as the only quality gate addresses a related concern but misses the decisive constraint. The required design follows the rule that generated reasoning is not a substitute for verifiable evaluation.,Remove source citations,Incorrect. Choosing Remove source citations addresses a related concern but misses the decisive constraint. The required design follows the rule that generated reasoning is not a substitute for verifiable evaluation.,Skip human evaluation because reasoning is visible,Incorrect. Choosing Skip human evaluation because reasoning is visible addresses a related concern but misses the decisive constraint. The required design follows the rule that generated reasoning is not a substitute for verifiable evaluation.,,,,,1,"The decisive production principle is that generated reasoning is not a substitute for verifiable evaluation. Applying it addresses the explicit architecture, quality, security, or operational signal in the scenario.","Foundation Model Integration, Data Management, and Compliance"
A multi-step agent enters a loop between search and critique tools until request cost exceeds the user budget. Which two controls should be added? (Choose two.),multi-select,A maximum step or token budget,Correct. This choice applies the key production rule: agents need explicit resource bounds and termination conditions.,A stopping condition with loop detection,Correct. This choice applies the key production rule: agents need explicit resource bounds and termination conditions.,A larger model context window,Incorrect. Choosing A larger model context window addresses a related concern but misses the decisive constraint. The required design follows the rule that agents need explicit resource bounds and termination conditions.,Unbounded automatic retries,Incorrect. Choosing Unbounded automatic retries addresses a related concern but misses the decisive constraint. The required design follows the rule that agents need explicit resource bounds and termination conditions.,,,,,"1,2","The decisive production principle is that agents need explicit resource bounds and termination conditions. Applying it addresses the explicit integration, reliability, security, or operational signal in the scenario.",Implementation and Integration
A travel agent must pause before a nonrefundable booking and resume after a user approves hours later. Which orchestration is appropriate?,multiple-choice,A durable Step Functions approval workflow with persisted state,Correct. This choice applies the key production rule: long-running human approval requires durable orchestration and resumable state.,One synchronous Lambda invocation waiting for the user,Incorrect. Choosing One synchronous Lambda invocation waiting for the user addresses a related concern but misses the decisive constraint. The required design follows the rule that long-running human approval requires durable orchestration and resumable state.,A prompt that predicts whether the user would approve,Incorrect. Choosing A prompt that predicts whether the user would approve addresses a related concern but misses the decisive constraint. The required design follows the rule that long-running human approval requires durable orchestration and resumable state.,An SQS visibility timeout of several hours as the only state,Incorrect. Choosing An SQS visibility timeout of several hours as the only state addresses a related concern but misses the decisive constraint. The required design follows the rule that long-running human approval requires durable orchestration and resumable state.,,,,,1,"The decisive production principle is that long-running human approval requires durable orchestration and resumable state. Applying it addresses the explicit integration, reliability, security, or operational signal in the scenario.",Implementation and Integration
"Another MCP server performs long-running media processing, maintains warm connections, and needs custom native libraries. Which deployment is more suitable?",multiple-choice,A container service such as Amazon ECS,Correct. This choice applies the key production rule: stateful or resource-heavy tools fit managed container runtimes.,A viewer-request CloudFront Function,Incorrect. Choosing A viewer-request CloudFront Function addresses a related concern but misses the decisive constraint. The required design follows the rule that stateful or resource-heavy tools fit managed container runtimes.,An S3 event notification with no compute,Incorrect. Choosing An S3 event notification with no compute addresses a related concern but misses the decisive constraint. The required design follows the rule that stateful or resource-heavy tools fit managed container runtimes.,A prompt template stored in Bedrock,Incorrect. Choosing A prompt template stored in Bedrock addresses a related concern but misses the decisive constraint. The required design follows the rule that stateful or resource-heavy tools fit managed container runtimes.,,,,,1,"The decisive production principle is that stateful or resource-heavy tools fit managed container runtimes. Applying it addresses the explicit integration, reliability, security, or operational signal in the scenario.",Implementation and Integration
"A support agent has read and refund tools. The same execution role can invoke both for every user, even though only supervisors may refund. Which two controls are required? (Choose two.)",multi-select,Separate least-privilege tool permissions by operation,Correct. This choice applies the key production rule: tool authorization must reflect both runtime identity and user entitlement.,Propagate verified user authorization to the tool layer,Correct. This choice applies the key production rule: tool authorization must reflect both runtime identity and user entitlement.,Ask the model to infer who is a supervisor,Incorrect. Choosing Ask the model to infer who is a supervisor addresses a related concern but misses the decisive constraint. The required design follows the rule that tool authorization must reflect both runtime identity and user entitlement.,Hide the refund tool name from ordinary users,Incorrect. Choosing Hide the refund tool name from ordinary users addresses a related concern but misses the decisive constraint. The required design follows the rule that tool authorization must reflect both runtime identity and user entitlement.,,,,,"1,2","The decisive production principle is that tool authorization must reflect both runtime identity and user entitlement. Applying it addresses the explicit integration, reliability, security, or operational signal in the scenario.",Implementation and Integration
A customer chat service has steady high traffic and strict latency. On-demand throttling appears during predictable daily peaks. What should the team evaluate?,multiple-choice,Provisioned throughput sized from token-demand measurements,Correct. This choice applies the key production rule: predictable sustained demand can justify reserved model capacity.,Increasing retry count without capacity planning,Incorrect. Choosing Increasing retry count without capacity planning addresses a related concern but misses the decisive constraint. The required design follows the rule that predictable sustained demand can justify reserved model capacity.,Batch inference for interactive chat,Incorrect. Choosing Batch inference for interactive chat addresses a related concern but misses the decisive constraint. The required design follows the rule that predictable sustained demand can justify reserved model capacity.,A smaller context window as the only control,Incorrect. Choosing A smaller context window as the only control addresses a related concern but misses the decisive constraint. The required design follows the rule that predictable sustained demand can justify reserved model capacity.,,,,,1,"The decisive production principle is that predictable sustained demand can justify reserved model capacity. Applying it addresses the explicit integration, reliability, security, or operational signal in the scenario.",Implementation and Integration
A custom model endpoint exhausts GPU memory only for long prompts and concurrent bursts. Which two mitigations should be evaluated? (Choose two.),multi-select,Enforce context limits and token-aware admission control,Correct. This choice applies the key production rule: LLM capacity must account for prompt length concurrency and memory.,Tune concurrency and instance memory from workload profiles,Correct. This choice applies the key production rule: LLM capacity must account for prompt length concurrency and memory.,Increase retries with identical oversized requests,Incorrect. Choosing Increase retries with identical oversized requests addresses a related concern but misses the decisive constraint. The required design follows the rule that LLM capacity must account for prompt length concurrency and memory.,Disable metrics to reduce GPU overhead,Incorrect. Choosing Disable metrics to reduce GPU overhead addresses a related concern but misses the decisive constraint. The required design follows the rule that LLM capacity must account for prompt length concurrency and memory.,,,,,"1,2","The decisive production principle is that LLM capacity must account for prompt length concurrency and memory. Applying it addresses the explicit integration, reliability, security, or operational signal in the scenario.",Implementation and Integration
"A batch report generator has 500,000 records and no interactive latency requirement. Which serving strategy avoids unnecessary real-time capacity?",multiple-choice,Batch inference or asynchronous processing,Correct. This choice applies the key production rule: noninteractive large workloads should use batch or asynchronous execution.,One synchronous browser request per record,Incorrect. Choosing One synchronous browser request per record addresses a related concern but misses the decisive constraint. The required design follows the rule that noninteractive large workloads should use batch or asynchronous execution.,Dedicated real-time endpoints only,Incorrect. Choosing Dedicated real-time endpoints only addresses a related concern but misses the decisive constraint. The required design follows the rule that noninteractive large workloads should use batch or asynchronous execution.,WebSocket streaming for all jobs,Incorrect. Choosing WebSocket streaming for all jobs addresses a related concern but misses the decisive constraint. The required design follows the rule that noninteractive large workloads should use batch or asynchronous execution.,,,,,1,"The decisive production principle is that noninteractive large workloads should use batch or asynchronous execution. Applying it addresses the explicit integration, reliability, security, or operational signal in the scenario.",Implementation and Integration
A CRM enhancement receives webhooks that may be delivered more than once. Duplicate events create duplicate AI-generated tasks. What must the Lambda handler implement?,multiple-choice,Idempotency using a stable event identifier,Correct. This choice applies the key production rule: webhook integrations must tolerate duplicate delivery.,Higher temperature,Incorrect. Choosing Higher temperature addresses a related concern but misses the decisive constraint. The required design follows the rule that webhook integrations must tolerate duplicate delivery.,An unbounded retry loop,Incorrect. Choosing An unbounded retry loop addresses a related concern but misses the decisive constraint. The required design follows the rule that webhook integrations must tolerate duplicate delivery.,A new prompt version for every webhook,Incorrect. Choosing A new prompt version for every webhook addresses a related concern but misses the decisive constraint. The required design follows the rule that webhook integrations must tolerate duplicate delivery.,,,,,1,"The decisive production principle is that webhook integrations must tolerate duplicate delivery. Applying it addresses the explicit integration, reliability, security, or operational signal in the scenario.",Implementation and Integration
"Ten applications call models directly with different authentication, logging, rate limits, and safety policies. Which architecture improves governance?",multiple-choice,A centralized GenAI gateway with consistent policy and observability,Correct. This choice applies the key production rule: a governed gateway standardizes model consumption controls.,More provider keys in each application,Incorrect. Choosing More provider keys in each application addresses a related concern but misses the decisive constraint. The required design follows the rule that a governed gateway standardizes model consumption controls.,One prompt file shared through email,Incorrect. Choosing One prompt file shared through email addresses a related concern but misses the decisive constraint. The required design follows the rule that a governed gateway standardizes model consumption controls.,Independent unlogged SDK calls,Incorrect. Choosing Independent unlogged SDK calls addresses a related concern but misses the decisive constraint. The required design follows the rule that a governed gateway standardizes model consumption controls.,,,,,1,"The decisive production principle is that a governed gateway standardizes model consumption controls. Applying it addresses the explicit integration, reliability, security, or operational signal in the scenario.",Implementation and Integration
An on-premises application calls an AWS-hosted FM through a private network. Traffic must remain encrypted and access centrally audited. Which combination is appropriate?,multiple-choice,Private connectivity with TLS plus IAM-backed API authorization and logging,Correct. This choice applies the key production rule: hybrid access needs private transport strong identity and audit trails.,A public unauthenticated endpoint,Incorrect. Choosing A public unauthenticated endpoint addresses a related concern but misses the decisive constraint. The required design follows the rule that hybrid access needs private transport strong identity and audit trails.,A model prompt containing a shared password,Incorrect. Choosing A model prompt containing a shared password addresses a related concern but misses the decisive constraint. The required design follows the rule that hybrid access needs private transport strong identity and audit trails.,Encryption at rest without transit controls,Incorrect. Choosing Encryption at rest without transit controls addresses a related concern but misses the decisive constraint. The required design follows the rule that hybrid access needs private transport strong identity and audit trails.,,,,,1,"The decisive production principle is that hybrid access needs private transport strong identity and audit trails. Applying it addresses the explicit integration, reliability, security, or operational signal in the scenario.",Implementation and Integration
