Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
A wiki update is visible in the source system but not in generated answers for 24 hours because only a nightly full reindex exists. Which improvement best meets a five-minute freshness target?,multiple-choice,Implement incremental change detection and idempotent vector updates,Correct. This response fits because fresh vector stores require change-aware synchronization within the stated SLA. Retrieval quality depends on lifecycle maintenance as much as initial indexing.,Increase FM context length,Incorrect. “Increase FM context length” does not satisfy the scenario's controlling constraint. Retrieval quality depends on lifecycle maintenance as much as initial indexing. The required response follows from this rule: fresh vector stores require change-aware synchronization within the stated SLA.,Run a full model fine-tune every five minutes,Incorrect. Fine-tuning changes persistent model behavior and introduces a managed model lifecycle. That capability does not meet the controlling requirement here: fresh vector stores require change-aware synchronization within the stated SLA. Retrieval quality depends on lifecycle maintenance as much as initial indexing.,Cache old answers longer,Incorrect. “Cache old answers longer” does not satisfy the scenario's controlling constraint. Retrieval quality depends on lifecycle maintenance as much as initial indexing. The required response follows from this rule: fresh vector stores require change-aware synchronization within the stated SLA.,,,,,1,Implement incremental change detection and idempotent vector updates is the best response because fresh vector stores require change-aware synchronization within the stated SLA. Retrieval quality depends on lifecycle maintenance as much as initial indexing.,"Foundation Model Integration, Data Management, and Compliance"
An OpenSearch cluster uses one index for all languages; recall is poor and analyzers conflict with language-specific keyword behavior. What should the team evaluate?,multiple-choice,Increasing generation temperature,Incorrect. Temperature controls sampling randomness; it does not add knowledge or enforcement. That capability does not meet the controlling requirement here: index organization and analysis should match corpus and query characteristics. Hybrid retrieval quality depends on lexical configuration as well as embeddings.,Replacing retrieval with larger prompts,Incorrect. “Replacing retrieval with larger prompts” does not satisfy the scenario's controlling constraint. Hybrid retrieval quality depends on lexical configuration as well as embeddings. The required response follows from this rule: index organization and analysis should match corpus and query characteristics.,Language-aware analyzers or specialized indexes combined with vector retrieval,Correct. This response fits because index organization and analysis should match corpus and query characteristics. Hybrid retrieval quality depends on lexical configuration as well as embeddings.,Removing language metadata (assuming provider defaults satisfy the workload),Incorrect. “Removing language metadata (assuming provider defaults satisfy the workload)” does not satisfy the scenario's controlling constraint. Hybrid retrieval quality depends on lexical configuration as well as embeddings. The required response follows from this rule: index organization and analysis should match corpus and query characteristics.,,,,,3,Language-aware analyzers or specialized indexes combined with vector retrieval is the best response because index organization and analysis should match corpus and query characteristics. Hybrid retrieval quality depends on lexical configuration as well as embeddings.,"Foundation Model Integration, Data Management, and Compliance"
An internal wiki connector may read only approved spaces and must preserve document ACLs in retrieval. Which two integration requirements matter? (Choose two.),multi-select,Remove ownership metadata to simplify ingestion,Incorrect. “Remove ownership metadata to simplify ingestion” does not satisfy the scenario's controlling constraint. Integration convenience cannot widen access to enterprise content. The required response follows from this rule: connectors and retrieval must preserve source authorization semantics.,Use least-privilege connector credentials,Correct. This response fits because connectors and retrieval must preserve source authorization semantics. Integration convenience cannot widen access to enterprise content.,Fine-tune the largest available model before establishing retrieval and prompt baselines,Incorrect. Fine-tuning changes persistent model behavior and introduces a managed model lifecycle. That capability does not meet the controlling requirement here: connectors and retrieval must preserve source authorization semantics. Integration convenience cannot widen access to enterprise content.,Index every space then ask the model to hide results,Incorrect. “Index every space then ask the model to hide results” does not satisfy the scenario's controlling constraint. Integration convenience cannot widen access to enterprise content. The required response follows from this rule: connectors and retrieval must preserve source authorization semantics.,Carry source ACL metadata into authorization-aware retrieval,Correct. This response fits because connectors and retrieval must preserve source authorization semantics. Integration convenience cannot widen access to enterprise content.,,,"2,5",Use least-privilege connector credentials and Carry source ACL metadata into authorization-aware retrieval are the best responses because connectors and retrieval must preserve source authorization semantics. Integration convenience cannot widen access to enterprise content.,"Foundation Model Integration, Data Management, and Compliance"
"A policy corpus contains nested chapters, clauses, and exceptions. Fixed 1,000-token chunks separate exceptions from their governing clauses. Which segmentation approach is better?",multiple-choice,Smaller random chunks without headings,Incorrect. “Smaller random chunks without headings” does not satisfy the scenario's controlling constraint. Hierarchical retrieval can return precise passages with necessary parent context. The required response follows from this rule: chunk boundaries should preserve semantic and structural relationships.,One chunk for the whole corpus,Incorrect. “One chunk for the whole corpus” does not satisfy the scenario's controlling constraint. Hierarchical retrieval can return precise passages with necessary parent context. The required response follows from this rule: chunk boundaries should preserve semantic and structural relationships.,Character-level chunks with no overlap,Incorrect. “Character-level chunks with no overlap” does not satisfy the scenario's controlling constraint. Hierarchical retrieval can return precise passages with necessary parent context. The required response follows from this rule: chunk boundaries should preserve semantic and structural relationships.,Structure-aware hierarchical chunking with parent context,Correct. This response fits because chunk boundaries should preserve semantic and structural relationships. Hierarchical retrieval can return precise passages with necessary parent context.,,,,,4,Structure-aware hierarchical chunking with parent context is the best response because chunk boundaries should preserve semantic and structural relationships. Hierarchical retrieval can return precise passages with necessary parent context.,"Foundation Model Integration, Data Management, and Compliance"
Users search exact product codes and natural-language descriptions. Pure semantic search often misses exact identifiers. Which retrieval approach fits?,multiple-choice,Only vector search with no metadata,Incorrect. “Only vector search with no metadata” does not satisfy the scenario's controlling constraint. Retrieval architecture should match both exact and conceptual query signals. The required response follows from this rule: hybrid search combines lexical precision with semantic recall.,Only generation from model memory,Incorrect. “Only generation from model memory” does not satisfy the scenario's controlling constraint. Retrieval architecture should match both exact and conceptual query signals. The required response follows from this rule: hybrid search combines lexical precision with semantic recall.,Hybrid keyword and vector search with calibrated scoring,Correct. This response fits because hybrid search combines lexical precision with semantic recall. Retrieval architecture should match both exact and conceptual query signals.,Randomly alternate search modes (with production constraints deferred until deployment),Incorrect. “Randomly alternate search modes (with production constraints deferred until deployment)” does not satisfy the scenario's controlling constraint. Retrieval architecture should match both exact and conceptual query signals. The required response follows from this rule: hybrid search combines lexical precision with semantic recall.,,,,,3,Hybrid keyword and vector search with calibrated scoring is the best response because hybrid search combines lexical precision with semantic recall. Retrieval architecture should match both exact and conceptual query signals.,"Foundation Model Integration, Data Management, and Compliance"
"Short user acronyms differ from formal terminology in the indexed corpus, reducing recall. Which two techniques should be evaluated? (Choose two.)",multi-select,Removing all domain synonyms,Incorrect. “Removing all domain synonyms” does not satisfy the scenario's controlling constraint. Retrieval improvement should address the query-corpus gap directly. The required response follows from this rule: query transformation and hybrid search bridge vocabulary mismatch.,Fine-tuning the generator without testing retrieval,Incorrect. Fine-tuning changes persistent model behavior and introduces a managed model lifecycle. That capability does not meet the controlling requirement here: query transformation and hybrid search bridge vocabulary mismatch. Retrieval improvement should address the query-corpus gap directly.,Query expansion using governed terminology,Correct. This response fits because query transformation and hybrid search bridge vocabulary mismatch. Retrieval improvement should address the query-corpus gap directly.,Fine-tune the largest available model before establishing retrieval and prompt baselines,Incorrect. Fine-tuning changes persistent model behavior and introduces a managed model lifecycle. That capability does not meet the controlling requirement here: query transformation and hybrid search bridge vocabulary mismatch. Retrieval improvement should address the query-corpus gap directly.,Hybrid lexical and semantic retrieval,Correct. This response fits because query transformation and hybrid search bridge vocabulary mismatch. Retrieval improvement should address the query-corpus gap directly.,,,"3,5",Query expansion using governed terminology and Hybrid lexical and semantic retrieval are the best responses because query transformation and hybrid search bridge vocabulary mismatch. Retrieval improvement should address the query-corpus gap directly.,"Foundation Model Integration, Data Management, and Compliance"
"A RAG system retrieves passages that the requesting employee is not authorized to view, sends them to the model, and filters them only from the final answer. Which control should replace this output-only approach?",multiple-choice,Output filtering makes prior exposure irrelevant,Incorrect. “Output filtering makes prior exposure irrelevant” does not satisfy the scenario's controlling constraint. Preventing disclosure starts at data access not only response post-processing. The required response follows from this rule: security filtering must occur before retrieval results enter model context.,Encryption at rest automatically authorizes retrieval,Incorrect. “Encryption at rest automatically authorizes retrieval” does not satisfy the scenario's controlling constraint. Preventing disclosure starts at data access not only response post-processing. The required response follows from this rule: security filtering must occur before retrieval results enter model context.,The FM cannot process content it later omits (without a representative workload evaluation),Incorrect. “The FM cannot process content it later omits (without a representative workload evaluation)” does not satisfy the scenario's controlling constraint. Preventing disclosure starts at data access not only response post-processing. The required response follows from this rule: security filtering must occur before retrieval results enter model context.,Authorization must constrain retrieval before sensitive context reaches the model,Correct. This response fits because security filtering must occur before retrieval results enter model context. Preventing disclosure starts at data access not only response post-processing.,,,,,4,Authorization must constrain retrieval before sensitive context reaches the model is the best response because security filtering must occur before retrieval results enter model context. Preventing disclosure starts at data access not only response post-processing.,"Foundation Model Integration, Data Management, and Compliance"
"A support prompt must enforce role, approved sources, JSON output, and refusal behavior across four applications. Which implementation improves control?",multiple-choice,Four copied strings edited independently,Incorrect. “Four copied strings edited independently” does not satisfy the scenario's controlling constraint. Prompts are production artifacts that need ownership and controlled releases. The required response follows from this rule: governed prompt templates centralize reusable behavior and versioning.,Instructions stored only in developer laptops,Incorrect. “Instructions stored only in developer laptops” does not satisfy the scenario's controlling constraint. Prompts are production artifacts that need ownership and controlled releases. The required response follows from this rule: governed prompt templates centralize reusable behavior and versioning.,A versioned parameterized template in Bedrock Prompt Management,Correct. This response fits because governed prompt templates centralize reusable behavior and versioning. Prompts are production artifacts that need ownership and controlled releases.,A fine-tune with no prompt contract (without a representative workload evaluation),Incorrect. Fine-tuning changes persistent model behavior and introduces a managed model lifecycle. That capability does not meet the controlling requirement here: governed prompt templates centralize reusable behavior and versioning. Prompts are production artifacts that need ownership and controlled releases.,,,,,3,A versioned parameterized template in Bedrock Prompt Management is the best response because governed prompt templates centralize reusable behavior and versioning. Prompts are production artifacts that need ownership and controlled releases.,"Foundation Model Integration, Data Management, and Compliance"
"Auditors need to know who approved a prompt, which version ran, and when sensitive templates were accessed. Which two capabilities are required? (Choose two.)",multi-select,CloudTrail and controlled access logging,Correct. This response fits because prompt governance needs change lineage and access auditability. Templates may encode sensitive policy and deserve controlled repositories.,A public prompt bucket,Incorrect. “A public prompt bucket” does not satisfy the scenario's controlling constraint. Templates may encode sensitive policy and deserve controlled repositories. The required response follows from this rule: prompt governance needs change lineage and access auditability.,Unattributed local prompt copies,Incorrect. “Unattributed local prompt copies” does not satisfy the scenario's controlling constraint. Templates may encode sensitive policy and deserve controlled repositories. The required response follows from this rule: prompt governance needs change lineage and access auditability.,Fine-tune the largest available model before establishing retrieval and prompt baselines,Incorrect. Fine-tuning changes persistent model behavior and introduces a managed model lifecycle. That capability does not meet the controlling requirement here: prompt governance needs change lineage and access auditability. Templates may encode sensitive policy and deserve controlled repositories.,Prompt approval and version metadata,Correct. This response fits because prompt governance needs change lineage and access auditability. Templates may encode sensitive policy and deserve controlled repositories.,,,"1,5",Prompt approval and version metadata and CloudTrail and controlled access logging are the best responses because prompt governance needs change lineage and access auditability. Templates may encode sensitive policy and deserve controlled repositories.,"Foundation Model Integration, Data Management, and Compliance"
Conversation history stored in DynamoDB grows without bound and pushes old irrelevant turns into every prompt. What should the team implement?,multiple-choice,Increase embedding dimensions,Incorrect. “Increase embedding dimensions” does not satisfy the scenario's controlling constraint. State storage and prompt context are related but not identical. The required response follows from this rule: conversation memory must be intentionally scoped and compressed.,Delete the system instructions first,Incorrect. “Delete the system instructions first” does not satisfy the scenario's controlling constraint. State storage and prompt context are related but not identical. The required response follows from this rule: conversation memory must be intentionally scoped and compressed.,Send the full history forever (using benchmark results as the deciding signal),Incorrect. “Send the full history forever (using benchmark results as the deciding signal)” does not satisfy the scenario's controlling constraint. State storage and prompt context are related but not identical. The required response follows from this rule: conversation memory must be intentionally scoped and compressed.,Summarize and prune history while retaining durable task state,Correct. This response fits because conversation memory must be intentionally scoped and compressed. State storage and prompt context are related but not identical.,,,,,4,Summarize and prune history while retaining durable task state is the best response because conversation memory must be intentionally scoped and compressed. State storage and prompt context are related but not identical.,"Foundation Model Integration, Data Management, and Compliance"
"A procurement agent can search vendors, draft orders, and submit purchases. It occasionally repeats a purchase after a timeout because it cannot tell whether the first tool call succeeded. Which two design changes are essential? (Choose two.)",multi-select,Attach a stable idempotency key to each purchase operation,Correct. This response fits because side-effecting agent tools require durable state and idempotent execution. Agent memory must distinguish conversational context from transactional state.,Put retry instructions only in the prompt,Incorrect. “Put retry instructions only in the prompt” does not satisfy the scenario's controlling constraint. Agent memory must distinguish conversational context from transactional state. The required response follows from this rule: side-effecting agent tools require durable state and idempotent execution.,Persist requested and completed tool-call state before retry decisions,Correct. This response fits because side-effecting agent tools require durable state and idempotent execution. Agent memory must distinguish conversational context from transactional state.,"Rely on the system prompt to enforce authorization, idempotency, and retry safety","Incorrect. Instructions cannot replace durable state, independent authorization, strict schemas, or idempotent tool operations. For this scenario, side-effecting agent tools require durable state and idempotent execution. Agent memory must distinguish conversational context from transactional state.",Disable timeouts for purchase calls,Incorrect. “Disable timeouts for purchase calls” does not satisfy the scenario's controlling constraint. Agent memory must distinguish conversational context from transactional state. The required response follows from this rule: side-effecting agent tools require durable state and idempotent execution.,,,"1,3",Attach a stable idempotency key to each purchase operation and Persist requested and completed tool-call state before retry decisions are the best responses because side-effecting agent tools require durable state and idempotent execution. Agent memory must distinguish conversational context from transactional state.,Implementation and Integration
"A research workflow uses separate agents for retrieval, analysis, and citation review. The final answer sometimes combines incompatible intermediate assumptions. Which mechanism improves coordination?",multiple-choice,Random selection of one agent's result (without an external state and policy layer),Incorrect. “Random selection of one agent's result (without an external state and policy layer)” does not satisfy the scenario's controlling constraint. Specialization creates value only when handoffs preserve assumptions and evidence. The required response follows from this rule: multi-agent systems need structured state and deterministic result aggregation.,A single global temperature setting,Incorrect. Temperature controls sampling randomness; it does not add knowledge or enforcement. That capability does not meet the controlling requirement here: multi-agent systems need structured state and deterministic result aggregation. Specialization creates value only when handoffs preserve assumptions and evidence.,Longer unstructured messages between agents,Incorrect. “Longer unstructured messages between agents” does not satisfy the scenario's controlling constraint. Specialization creates value only when handoffs preserve assumptions and evidence. The required response follows from this rule: multi-agent systems need structured state and deterministic result aggregation.,A shared typed state contract and explicit aggregation rules,Correct. This response fits because multi-agent systems need structured state and deterministic result aggregation. Specialization creates value only when handoffs preserve assumptions and evidence.,,,,,4,A shared typed state contract and explicit aggregation rules is the best response because multi-agent systems need structured state and deterministic result aggregation. Specialization creates value only when handoffs preserve assumptions and evidence.,Implementation and Integration
