Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
"Mateus, an e-commerce manager at a furniture maker, used Claude to generate 240 product descriptions from spec sheets ahead of a site relaunch next week. Reading every description line-by-line is not feasible before the deadline. How should he structure his review?",multiple-choice,Publish all 240 descriptions now and rely on customers to report any errors they encounter,"Outsourcing quality control to customers means the first person to discover a wrong weight limit may be someone whose shelf collapsed. Error discovery after publication costs returns, reviews, and potentially safety incidents — far more than structured pre-launch review.","Review a systematic sample from every product category, and fully check the high-risk fields — dimensions, weight limits, and safety claims — on every single item","Correct. When volume makes full review impossible, evaluation becomes a risk-allocation exercise: a systematic sample across categories estimates the overall error rate, while the fields where errors cause real harm — dimensions, load limits, safety claims — get checked on every item regardless.","Delay the relaunch until every description has been read line-by-line, however long that takes","Tempting because total review sounds like total diligence, but it ignores the real deadline and treats a marketing paragraph's phrasing as equal in risk to a weight-limit figure. Review effort is a finite resource; spending it evenly is spending it badly.","Review only the ten longest descriptions, since more text means more chances for errors","Length is a poor proxy for risk: a short description with a wrong load capacity is far more dangerous than a long one with a clumsy sentence. Sampling should be systematic across the catalog, with intensity driven by consequence, not word count.",,,,,2,"Sample the volume, fully check the high-risk fields: bulk-output evaluation allocates finite review effort by risk, with complete checking wherever errors cause harm.",Output Evaluation and Validation
"Grace, an HR manager at a media company, uses Claude to summarize interview notes into candidate write-ups. Reviewing a batch, she notices the summaries describe some candidates with notably warmer, more confident language than others, in ways the underlying notes don't seem to justify. What should she do?",multiple-choice,Treat this as potential bias: compare the summaries systematically against the source notes and add human review before the write-ups influence decisions,"Correct. Systematic tone differences not grounded in the source material are a signature of bias in generated text. The right response is evidence-based: audit outputs against the notes to confirm the skew, and insert human review before the outputs affect hiring decisions, where biased language causes real harm.",Assume the tone differences accurately reflect real differences in how the candidates interviewed,"Tempting because interviews do differ, but Grace's observation was that the tone gaps are not supported by the notes. Assuming generated differences reflect reality — when the source material says otherwise — is exactly how bias passes unnoticed into decisions.",Ask Claude directly whether its summaries are biased and accept its assessment of its own output,"Models are unreliable auditors of their own bias; a self-assessment is generated by the same process being questioned. Bias detection needs comparison against the source material and human judgment, not the model's opinion of itself.",Standardize the problem away by instructing Claude to describe every candidate in identical positive language,"Forcing identical positive language destroys the write-ups' informational value and hides the problem rather than fixing it. Legitimate, note-supported distinctions between candidates should survive; unsupported skew is what needs to be removed.",,,,,1,"Audit systematic skew against the source material: bias shows up as patterned differences the source doesn't justify, and it warrants human review wherever outputs feed consequential decisions.",Output Evaluation and Validation
"Dilnoza, an operations director at a language-school chain, writes to Claude: ""I think we should close the downtown branch — analyze whether I'm right."" The analysis that comes back strongly supports closing. What should she recognize about this response?",multiple-choice,"Framing the question around her own stated position can bias the analysis toward agreement, so she should re-ask neutrally and request the strongest case for both keeping and closing the branch","Correct. Models tend to accommodate the user's stated position — a leading frame like ""analyze whether I'm right"" invites an analysis organized around confirming it. Recognizing this agreement bias and re-prompting neutrally, with both sides argued at full strength, is how to get analysis instead of an echo.",The agreement is meaningful because Claude reached the same conclusion through independent analysis,The analysis was not independent: her conclusion was embedded in the prompt as the position to evaluate. Agreement obtained after announcing the answer you favor is the weakest possible evidence that the answer is correct.,She should ask Claude to confirm that it was not simply agreeing with her framing before she proceeds,"The same accommodating tendency that shaped the analysis also shapes the meta-answer — a model is not a reliable witness to its own bias. The remedy is structural, in how the question is framed, not another question layered on the biased exchange.",She should supply more of her own reasoning for closure so Claude can validate her argument in greater depth,"Feeding in more of her pro-closure reasoning deepens the framing problem: the conversation becomes progressively more anchored to one side. She would be building a more elaborate echo, not a more rigorous analysis.",,,,,1,"A leading question buys agreement, not analysis: stating your preferred conclusion biases the model toward it, so re-ask neutrally with both sides argued at full strength.",Output Evaluation and Validation
"Ben, an analyst at a logistics company, has Claude summarize a quarter of internal operations meeting notes into a leadership readout. The source notes are internal documents, and Ben has one hour to validate the readout. How should he spend that validation time?",multiple-choice,Run a web search on the readout's main claims to see whether external sources corroborate them,"Tempting because web verification is a standard fact-checking technique, but it is the wrong tool here: internal meeting content does not exist on the public web. Validation technique must match where the ground truth lives, and for internal notes that is the notes themselves.","Check the readout's claims directly against the uploaded meeting notes, prioritizing figures, dates, and recorded commitments","Correct. The right technique compares output to its actual source, and with limited time, verification effort goes first to the highest-consequence claims — numbers, dates, and commitments leadership will act on. This is targeted source-checking rather than trust or surface reading.","Assume the readout is grounded, since Claude generated it directly from the uploaded source notes","Access to source documents reduces but does not eliminate errors: models can misattribute a decision, merge two discussions, or drop a caveat from the notes. ""It had the source"" is an assumption, not a validation technique.","Read the readout carefully on its own, flagging anything that sounds internally inconsistent or surprising",A standalone read catches internal contradictions but cannot catch confident misstatements of what the notes actually say — the readout can be perfectly coherent and still wrong about who committed to what. Coherence checking supplements source comparison; it cannot replace it.,,,,,2,"Validate against where the ground truth lives: choose the verification method that matches the source of truth, and spend limited checking time on the highest-consequence claims.",Output Evaluation and Validation
"Elif, a grant writer at a wildlife conservancy, uses Claude with web search for a funding proposal, and Claude cites a real, existing journal article as the source for a species-decline statistic. What does proper validation of this statistic require?",multiple-choice,"Nothing further — the article exists and the citation is real, so the statistic is verified","Existence of the source and accuracy of the claim are two different checks, and only the first has been done. A genuine article can be cited for a number it never reports, a different species, or a finding the authors actually contradicted.","Confirming the journal is peer-reviewed, since peer-reviewed sources can be relied on without reading","Peer review speaks to the article's quality, not to whether this statistic appears in it or means what the proposal says it means. Trusting the label without reading the content leaves the actual claim-to-source match untested.","Opening the cited article and confirming it actually supports the specific figure, since a real source can be attached to a claim it never makes","Correct. The subtle failure mode with real citations is claim-source mismatch: the reference is genuine but does not say what it is cited for — the figure differs, the scope differs, or the finding is more qualified. Validation means reading the source and confirming it supports the exact claim being made.",Asking Claude to quote the article's relevant passage as proof that the statistic appears in it,"The quoted passage would be generated text from the same system whose citation is being checked — it can be paraphrased, reconstructed, or invented. Proof lives in the article itself, which Elif must open, not in the model's account of the article.",,,,,3,"A real citation can still misrepresent its source: validation requires both that the source exists and that it actually supports the specific claim, which only reading it settles.",Output Evaluation and Validation
A hospital operations team uses Claude across many tasks. Which two of the following outputs require expert human review before they are used? (Choose two.),multi-select,A draft of discharge-instruction language that will be given directly to patients,"Correct. Patient-facing clinical guidance carries direct safety consequences: an error in discharge instructions can cause real harm. Content in medical, legal, or financial high-stakes categories requires review by qualified professionals before it reaches the people who will act on it.",A summary of recent regulatory changes affecting the hospital's billing compliance,"Correct. Regulatory summaries drive compliance decisions, and hallucinated or outdated regulatory details are a known model failure mode. Before the hospital adjusts billing practices, the summary needs verification against the actual regulations by someone accountable for compliance.",A brainstormed list of icebreaker activities for the team's monthly staff meeting,"Tempting to treat everything uniformly, but icebreaker ideas are low-stakes and fully judgeable by the person reading them — a weak suggestion is simply not used. Applying expert-review gates to trivial creative output wastes reviewer time and slows adoption without reducing any real risk.",A reformatted table of next week's internal meeting-room bookings,A reformatting task over internal scheduling data is low-consequence and self-evident to verify at a glance. Requiring formal review for it confuses the presence of AI with the presence of risk; review intensity should scale with the cost of an error.,,,,,"1,2","Scale review intensity to the cost of an error: expert review is mandatory where outputs affect safety, compliance, or money, and wasteful where errors are cheap and self-evident.",Output Evaluation and Validation
"Agnes, a regional manager at a commercial cleaning-services company, asked Claude to analyze performance data and rank three subcontractors as candidates for contract termination. The analysis is well organized and the ranking looks reasonable. What should she do with it?",multiple-choice,"Act on the ranking directly, since Claude analyzed the same performance data she would have used","Same data does not mean same accountability. The analysis may have weighted factors she would weight differently, missed context the data cannot show — a subcontractor's difficult route assignments, say — and no one can answer for the decision if she cannot explain it beyond ""the ranking said so.""",Ask Claude to double-check its own ranking and proceed once it reconfirms the order,"A model reconfirming its own ranking adds confidence theater, not verification — it re-derives the same conclusion from the same process. The missing ingredient is human examination of the evidence, which no amount of self-checking supplies.",Terminate only the lowest-ranked subcontractor as a compromise between speed and caution,Splitting the difference still delegates the core judgment to the ranking: the lowest-ranked subcontractor is terminated on the model's ordering without anyone validating the evidence behind it. A smaller unexamined decision is still an unexamined decision.,"Treat the ranking as one input: examine the underlying performance evidence herself and make the termination decision as her own, since it affects people's livelihoods","Correct. Decisions with serious consequences for specific people are a category where human review is not optional: the AI analysis is legitimate input, but Agnes must verify the evidence, apply the context only she has, and own the outcome. Accountability for consequential judgments cannot be delegated to a tool.",,,,,4,"Consequential decisions about people stay human-owned: AI analysis can inform but never absorb accountability, so the human verifies the evidence and owns the outcome.",Output Evaluation and Validation
"Mei, a marketing lead at a subscription meal-kit company, had Claude generate two candidate versions of a re-engagement email for lapsed customers. She must pick one to send. What is the best way to compare them?",multiple-choice,"Evaluate both versions against defined criteria for this audience — clarity of the offer, tone for lapsed customers, strength of the call to action","Correct. Comparing outputs requires explicit criteria derived from the audience and the goal — what must this email accomplish with this reader? Judging both drafts against the same rubric turns a taste-based choice into a defensible decision, and the criteria can also drive a final refinement round.","Choose the longer version, since it contains more persuasive content and covers more of the offer","Length is not a quality criterion, and for a re-engagement email it often cuts the other way: lapsed customers skim, and a longer message can bury the offer. Choosing by volume substitutes an easy-to-measure proxy for the audience-fit judgment the task requires.",Ask Claude which of its two outputs is better and send whichever one it selects,"Claude can articulate trade-offs between the drafts, which is useful input, but delegating the final choice discards the context only Mei has — brand voice, past campaign performance, and what this segment responds to. The human owns the audience judgment.",Merge all distinctive elements of both versions into one email so nothing of value is lost,"Merging everything produces a longer, less coherent email that serves neither version's structure. Comparison exists to select and refine the stronger approach, not to concatenate both; ""keep everything"" is the avoidance of a decision, not a method.",,,,,1,"Compare drafts against audience-derived criteria: choosing between outputs is a rubric exercise — define what success looks like for this reader and goal, then judge both versions against it.",Output Evaluation and Validation
"Kenji, a strategy analyst at a ferry operator, must condense a 40-page operations review into a one-page brief for the executive committee. How should he direct Claude to perform the adaptation?",multiple-choice,Compress each of the review's ten sections into two sentences so every part gets balanced coverage,"Proportional compression treats the source's structure as the audience's priorities, which it is not: two sentences on the fleet-maintenance crisis and two on survey methodology gives a trivial topic the same space as an urgent one. Balance across sections is the wrong fairness for a decision document.","Keep the methodology discussion prominent in the brief, since it establishes the review's credibility","Executives take the methodology on trust and can request it if questioned; giving it prominent space in a one-page brief spends the scarcest real estate on what the audience needs least. Credibility apparatus belongs in the full review, available on demand.","Lead with what executives must act on — the decisions required, the key risks, and the recommendations — selecting content by decision-relevance rather than shrinking every section proportionally","Correct. Executive adaptation is a selection problem, not a shrinking problem: the brief exists so the committee can decide and act, so content is chosen by decision-relevance — required decisions, material risks, recommendations — and everything else is left in the underlying report it can point to.",Deliver the full 40-page review with the most important passages highlighted for busy readers,Forwarding 40 highlighted pages declines the task rather than adapting the document. The committee asked for one page precisely because they will not excavate the full review; highlighting redistributes the reading burden the brief was supposed to remove.,,,,,3,"Condense by decision-relevance, not proportionally: an executive brief selects what the audience must decide and act on, rather than shrinking every section uniformly.",Output Evaluation and Validation
"Jordan, an operations coordinator at a retail distributor, uses Claude for several different outputs during the week. Which two format choices correctly match the format to the purpose? (Choose two.)",multi-select,A quick clarification of a shipping policy term — answered inline in the chat,"Correct. Inline chat is the right home for quick, conversational, one-off answers that will be read once and acted on. Creating heavier containers for throwaway questions adds friction without adding value — the format matches the content's short lifecycle.",Inventory figures that will be loaded into a spreadsheet — delivered as a structured table with consistent columns,Correct. Data destined for another tool needs structure that survives the transfer: consistent columns and a predictable layout let the figures move into a spreadsheet cleanly. Choosing structured output for downstream data use is the core format-selection judgment.,A one-line answer confirming a delivery date — delivered as a standalone artifact,"An artifact for a one-line confirmation is format overkill: artifacts exist for substantial, self-contained content that will be revisited, revised, or shared. Wrapping a single fact in a document container adds steps to both producing and reading it.",A long employee handbook revised over many sessions — regenerated in full as inline chat text each time,"A long, evolving document regenerated as chat text each session is the classic format mismatch — versions fragment across conversations and no single authoritative copy exists. This is precisely the lifecycle an artifact is designed to hold.",,,,,"1,2","Match the container to the content's lifecycle: inline for quick answers, structured data for downstream tools, artifacts for substantial evolving documents.",Output Evaluation and Validation
"Ansel, a volunteer coordinator at a food bank, has finished developing a shift-onboarding checklist with Claude. The shift leads who will use it every weekend were not part of the conversation and need their own clean copy. What is the best way to deliver it?",multiple-choice,Send the shift leads screenshots of the chat messages in which the checklist was worked out,"Screenshots freeze the drafting process, not the deliverable: revisions scattered across messages mean the leads must reconstruct which version is final, and images of chat cannot be searched, printed cleanly, or updated. The working session is not the document.","Have Claude produce the checklist as an artifact — a standalone document he can copy, export, and share as a clean final version, separate from the conversation that produced it","Correct. The checklist's users live outside the conversation, so the content needs a container that travels: an artifact separates the finished deliverable from the chat that produced it, giving Ansel one authoritative version to copy, export, print, and distribute to the shift leads.",Tell each shift lead to ask Claude to regenerate the checklist themselves whenever they need it,"Each regeneration produces a fresh variant, so every shift lead would work from a slightly different checklist — and none from the version Ansel refined and approved. A vetted operational document must be distributed, not re-created on demand.",Paste the full conversation transcript into an email so the leads also see the reasoning behind each item,"The transcript buries the checklist inside corrections, dead ends, and superseded drafts, leaving each reader to excavate the final version themselves. The leads need the outcome of the reasoning; shipping the whole process instead of the product serves no one.",,,,,2,"Deliverables for people outside the chat need their own container: an artifact provides one authoritative, exportable version separated from the drafting process.",Output Evaluation and Validation
"Theo, a strategy analyst at a beverage company, is planning his week of Claude work and wants to match each task to the right product feature. Which two pairings are appropriate? (Choose two.)",multi-select,"A deep, multi-source investigation of an unfamiliar market segment — run it in research mode","Correct. Research mode is built for exactly this: extended, multi-source investigation that gathers and synthesizes information beyond a single-pass chat answer. An unfamiliar market landscape is the canonical use case for choosing it over standard chat.","A launch plan he will draft, revise across sessions, and share with his team — build it as an artifact","Correct. A substantial document that will be revised over time and shared belongs in an artifact — a standalone, iteratively editable container — rather than scattered across inline chat responses that fragment with every revision.",A single quick question about a date-format convention — set up a dedicated Project for it first,"Creating a Project for a one-off question inverts the feature's purpose: Projects pay off when context and instructions recur across many chats. For a single quick question, plain chat answers instantly with zero setup overhead.",Team writing standards he applies in every conversation — paste them manually into each new chat,"Manually pasting standing instructions into every chat is the problem Projects solve, not a solution. Recurring standards belong in Project instructions, set once and applied automatically to every conversation inside the Project.",,,,,"1,2","Match the feature to the task's shape: research mode for deep investigation, artifacts for evolving deliverables, Projects for recurring context, plain chat for quick one-offs.",Product and Model Selection
