Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
"A telehealth platform is contractually bound to answer patients' routine pre-visit questions with a p95 response under 3 seconds; breaches carry financial penalties. The architecture team's favored design uses Opus with a rich multi-step retrieval flow, benchmarking at 6-to-9-second responses of excellent quality. Patient testing shows a faster, slightly less polished answer is preferred anyway. What should the architect direct?",multiple-choice,"Ship the Opus design and renegotiate the SLA, since demonstrably superior answer quality justifies revisiting the contract terms","Tempting because the quality is real, but it treats a binding constraint as negotiable on the vendor's preferred timeline while penalties accrue. Contracted SLAs are design inputs, not outputs — proposing renegotiation is a business conversation, not an architecture that meets the commitment.","Ship the Opus design with an animated progress indicator, since perceived latency matters more to patients than measured latency","Perceived-latency tricks improve waiting, but the contract binds measured p95, so penalties trigger regardless of how pleasant the spinner is. This confuses a UX mitigation with SLA compliance — the metric that carries financial consequences is unmoved.","Run the Opus flow asynchronously and deliver answers by notification, converting the interaction so the 3-second bound no longer applies","Tempting because asynchrony genuinely sidesteps latency bounds for some workloads, but pre-visit Q&A is an interactive use case: patients are present and waiting, and the stem says they prefer fast answers. Redefining the interaction to dodge the SLA serves the architecture, not the patient or the contract.","Rework the design around the SLA: a faster model with a single-pass retrieval flow engineered to meet the p95 bound, quality-checked against the contract's scope of routine questions","Correct. The SLA is the requirement; the design must be derived from it, not defended against it. A faster model with a bounded single-pass flow can be engineered to the p95 target, and the stem confirms the quality trade is acceptable for routine questions — the performance pillar directs this choice, and patient preference corroborates it.",,,,,4,SLAs are binding design constraints that drive model and pattern choices. Performance-pillar alignment means engineering to the contracted metric first and optimizing quality within that envelope.,Solution Design & Architecture
"A SaaS vendor's Claude-drafted support responses cost $0.42 per ticket against a mandated ceiling of $0.15, with quality above target. Analysis shows 70% of tickets are simple and short, while 30% are complex; every ticket currently gets the same Sonnet pipeline with the full knowledge base stuffed into each prompt's context. The architect must hit the ceiling without breaching the quality floor. What is the strongest approach?",multiple-choice,"Negotiate the ceiling up to $0.25 by presenting the quality metrics, since the mandated number predates evidence of what quality costs","Tempting because the quality evidence is real, but the ceiling is stated as a mandate — a design constraint, not an opening bid — and the stem shows obvious architectural waste (uniform model, stuffed context) that has not been addressed. Negotiating before engineering asks the business to pay for the architecture's slack.","Keep the pipeline but truncate the stuffed knowledge base to its most-used third, cutting input tokens roughly proportionally across all tickets","Blunt truncation cuts tokens but severs it from relevance: the discarded two-thirds is exactly what some tickets need, so quality degrades unpredictably on those. Retrieval achieves the same token reduction while preserving relevance — truncation is the crude version of the right idea.","Move all tickets to Haiku immediately, which arithmetically lands under the ceiling, and accept whatever quality change follows","Tempting because the arithmetic works, but 'accept whatever quality follows' abandons the stated quality floor on the 30% of complex tickets that plausibly need Sonnet. Uniform downgrade repeats the original design's error — treating heterogeneous tickets homogeneously — in the opposite direction.","Route the simple 70% to Haiku, retrieve only relevant knowledge-base sections per ticket instead of stuffing everything, and reserve Sonnet for the complex 30%","Correct. This attacks both cost drivers in proportion to the workload's actual shape: model tiering matches capability to ticket difficulty, and per-ticket retrieval replaces paying for the whole knowledge base on every request. Cost targets are met by removing spend that buys no quality — the cost pillar served without sacrificing the floor.",,,,,4,"Hit cost targets by matching model tier and context size to each request's actual needs. Cost-pillar alignment turns a unit-economics target into specific architectural levers: tiering, routing, and retrieval scope.",Solution Design & Architecture
"A national retail chain is building an assistant that classifies incoming customer emails into one of eight routing categories such as returns, shipping, and billing. Volume is roughly 400,000 emails per day, the category taxonomy is stable, and an internal pilot showed several model tiers classifying with near-identical accuracy. The finance team has flagged inference cost as the primary constraint. Which model strategy best fits this workload?",multiple-choice,"Use Sonnet, since misrouted customer emails carry reputational risk that justifies a mid-tier model even at this volume","Tempting because reputational risk sounds like a reason to buy capability, but the pilot already showed no accuracy difference between tiers on this task. Paying more for identical measured quality at 400,000 requests per day is spend without benefit, ignoring the evidence in hand.",Use Opus with a low output token limit so per-request cost stays controlled despite the premium tier,Capping output tokens barely moves the bill for a classification task whose output is a single label; the cost driver is the premium per-token rate across enormous input volume. This confuses an output-length lever with a model-tier decision.,"Use Haiku, since the task is simple and high-volume and the pilot showed no accuracy gain from larger models","Correct. This applies the principle of matching model tier to task complexity: a stable, simple, high-volume classification task where a pilot shows tier-equivalent accuracy is exactly the profile Haiku exists for, minimizing cost and latency with no measured quality loss.",Use Sonnet with extended thinking disabled to balance cost against the possibility of ambiguous emails,"Extended thinking is off by default and irrelevant here, so this option quietly defaults to a mid-tier model without justification. It sounds like a balanced compromise but pays a Sonnet premium on 400,000 daily requests that the pilot data says is unnecessary.",,,,,3,"Match model tier to measured task complexity, not perceived stakes. Model selection is the first cost-quality-latency lever an architect pulls, and pilot data should drive it rather than intuition about risk.","Claude Models, Prompting & Context Engineering"
"A hospital network executive insists that a discharge-summary drafting tool use ""the most powerful model available"" because patient care is involved. A blinded pilot found reviewing physicians rated Sonnet drafts clinically equivalent to Opus drafts. The tool will produce about 10,000 summaries per day, and clinicians wait on-screen for each draft. What should the architect recommend?",multiple-choice,"Deploy Opus anyway, since clinical settings warrant maximum capability regardless of what a limited pilot showed","Tempting because deferring to the executive in a clinical context feels safe, but it ignores the blinded evidence that the premium buys nothing measurable here. Choosing a tier on prestige rather than evaluated outcomes is exactly the reasoning error this decision tests.","Deploy Sonnet, citing the pilot's blinded clinical-equivalence result alongside the volume and interactive latency profile","Correct. This applies the principle of matching model tier to task complexity, not brand prestige: a blinded equivalence result plus a high-volume, latency-sensitive interactive workload makes Sonnet the defensible choice, and the pilot data gives the architect the evidence to make that case to the executive.","Deploy Haiku with physician review of every draft, converting the model-tier question into a human-oversight question","Haiku was never evaluated in the pilot, and mandating human review of 10,000 daily summaries creates a clinician workload problem that dwarfs any model savings. This swaps a solved model-selection question for an unsolved staffing one.","Deploy Opus for the first quarter to build clinician trust, then quietly migrate to Sonnet once adoption is established","Running Opus temporarily wastes a quarter of premium spend at 10,000 requests per day for a perception benefit clinicians could not detect in blind review, and the covert downgrade creates a trust risk if discovered. It is spend as theater rather than engineering.",,,,,2,"Match model tier to task complexity, not brand prestige. Blinded quality evaluations give architects the evidence to resist tier inflation driven by stakeholder perception rather than measured outcomes.","Claude Models, Prompting & Context Engineering"
"A legal-tech team builds a contract Q&A tool. Each prompt places detailed answering instructions and the user's question first, then pastes the full 80-page contract afterward. In testing, the model frequently ignores the formatting instructions and occasionally answers a different question than the one asked. What prompt restructuring should the architect apply first?",multiple-choice,Repeat the instructions verbatim both before and after the contract so at least one copy sits close to where the model answers,"Tempting as a hedge, but duplicating instructions inflates every request, invites subtle divergence when one copy is edited, and still leaves the question buried before 80 pages of contract. It patches around the ordering problem instead of fixing it.","Place the contract first and move the instructions and question after it, since long documents should precede the task description","Correct. This applies the documented long-context guideline: put long documents at the top of the prompt and the instructions and question after them, so the task description is adjacent to where the model generates. It directly addresses both observed failures with a zero-cost structural change.","Split the contract into ten chunks and ask the question against each chunk separately, merging the answers afterward","Chunking changes the architecture to solve a prompt-ordering problem, adds ten times the calls, and breaks questions whose answers span chunks, such as cross-referencing clauses. It is over-engineering when a reorder of one prompt fixes the failure.",Shorten the instructions to a single sentence so they are less likely to get lost among the contract text,"Compressing the instructions sacrifices the formatting requirements the team actually needs, and a one-line instruction before an 80-page document is just as far from the generation point. The issue is placement, not instruction length.",,,,,2,"Put long documents before the instructions and question, not after. Prompt structure, especially the ordering of documents versus task instructions, is a core system-prompt design decision that directly drives instruction adherence.","Claude Models, Prompting & Context Engineering"
"A city government chatbot's system prompt has grown by accretion across teams. One early section says ""always respond in the language the resident writes in,"" while a later section added by the records team says ""respond only in English so transcripts are auditable."" The bot now switches behavior unpredictably between conversations. What is the architect's best remedy?",multiple-choice,Audit the prompt for contradictory directives and establish single ownership so conflicts are resolved rather than stacked,"Correct. This applies the principle that conflicting instructions must be resolved at the source: contradictions make model behavior undefined, and only a human decision, here between accessibility and auditability, plus an ownership process to stop future accretion, actually removes the ambiguity.","Move the newer English-only rule to the end of the prompt, where its position will let it override the earlier instruction","Tempting because position can influence emphasis, but there is no reliable rule that later instructions override earlier ones; the prompt would still assert two incompatible policies. It gambles on ordering effects instead of eliminating the contradiction.",Lower the sampling temperature so the model at least resolves the contradiction the same way on every request,"Lower temperature reduces sampling randomness, but a contradiction can still resolve differently as conversation content shifts, and consistently wrong is not a policy outcome anyone chose. It treats a prompt-content defect as a decoding parameter problem.",Add a third instruction that tells the model which of the two language rules takes precedence when they conflict,"A meta-rule leaves both contradictory directives in place and adds a third instruction the model must juggle, growing the very instruction debt that caused the problem. If precedence is known, the losing rule should simply be removed or scoped.",,,,,1,"Resolve instruction conflicts at the source; never stack rules on top of contradictions. System prompts are governed artifacts, and unowned multi-team accretion is the most common way production prompts become self-contradictory.","Claude Models, Prompting & Context Engineering"
"A medical billing company uses few-shot prompting to extract procedure codes from clinical notes into JSON. All five examples in the prompt are clean, single-procedure notes. In production, notes with multiple procedures or missing fields regularly produce malformed or incomplete JSON, while clean notes work fine. What is the right fix?",multiple-choice,"Revise the example set to include multi-procedure and missing-field cases, since examples should demonstrate the edge cases production will contain","Correct. This applies the example-diversity principle: few-shot examples define the distribution the model expects, so the set must span the real input space, including multi-procedure notes and missing fields, with the exact output each case should produce. The model fails precisely where the examples are silent.",Add ten more clean single-procedure examples so the JSON format signal becomes strong enough to survive unusual inputs,"Tempting because reinforcement sounds like robustness, but fifteen clean examples teach the same narrow pattern five did, only more emphatically. Redundant examples add tokens without covering the failing cases; volume is not a substitute for diversity.","Switch to zero-shot with a longer written format specification, since the examples are evidently misleading the model","Zero-shot with prose rules throws away the demonstrated-format benefit that is working for clean notes. The examples are not misleading; they are incomplete, so the fix is broadening them, not abandoning the technique that already handles the common case.",Set the temperature to zero so extraction becomes deterministic on the note types the current examples do not cover,"Temperature zero makes outputs more repeatable, but a model that has never seen how a two-procedure note should be encoded will now fail the same way every time. Determinism does not create coverage the prompt never provided.",,,,,1,"Few-shot examples must span the edge cases, not just the happy path. Example selection quality and diversity, not example count, is what determines few-shot reliability on real-world input distributions.","Claude Models, Prompting & Context Engineering"
"A civic-tech nonprofit needs Claude to convert raw council-meeting transcripts into minutes that follow a rigid house style: fixed section order, terse resolution phrasing, and a specific date format. Two pages of prose instructions describing the style achieve only partial compliance, and outputs vary from run to run. Which technique change is most likely to fix this?",multiple-choice,Rewrite the style guide as a numbered checklist and have the model confirm each item before finalizing the minutes,"Tempting because checklists feel rigorous, but this is still describing the format in prose, the approach that is already failing, with self-confirmation tokens added on top. Models follow demonstrated structure more faithfully than enumerated rules about structure.",Add chain-of-thought so the model deliberates about the style requirements before it begins writing,"Chain-of-thought improves multi-step reasoning, but formatting compliance is not a reasoning failure; the model understands the task and still drifts stylistically. Deliberation tokens would raise cost without showing the model what correct output actually looks like.",Generate each set of minutes twice and keep whichever output a second judging prompt scores as closer to the style guide,"Best-of-two with a judge doubles or triples cost per document and only selects among outputs from the same weak prompt; if both candidates drift from the house style, the judge picks the less wrong one. It compensates for the prompt instead of fixing it.","Replace most of the prose rules with a few diverse transcript-to-minutes examples, since demonstrations convey format more reliably than descriptions","Correct. This applies the show-don't-tell principle of few-shot prompting: three to five diverse transcript-to-minutes pairs let the model infer section order, phrasing register, and date format directly from demonstrations, which is the most reliable way to pin down a rigid output format.",,,,,4,"Demonstrate rigid output formats with few-shot examples instead of describing them in prose. Choosing between describing and demonstrating is the core few-shot decision, and strict format requirements are the clearest case for demonstrating.","Claude Models, Prompting & Context Engineering"
"A SaaS analytics vendor generates weekly narrative reports for each customer. Every request sends a 4K-token instruction block plus roughly 60K tokens of raw event logs, and reports come back at about 1K tokens. The monthly bill is dominated by input tokens, and the team is debating where to optimize first. Which change attacks the actual cost driver?",multiple-choice,"Lower the maximum output token limit, since capping generation is the most direct lever on per-request spend","Tempting because output limits are an easy knob, but output is about 1K tokens against 64K of input, under 2% of the volume. Capping the smallest term in the equation cannot move a bill the stem says is input-dominated, and it risks truncating reports.","Pre-aggregate the raw event logs into compact statistical summaries before prompting, since input tokens dominate the cost profile","Correct. This applies token budget arithmetic: the 60K-token raw logs are roughly 94% of every request, so deterministic pre-aggregation, such as counts, rates, and top-N deltas computed in code, collapses the dominant term by an order of magnitude and typically improves report quality by removing noise.","Rewrite the instruction block in a terser style, since those instructions are resent on every one of thousands of requests","Trimming 4K of instructions saves at most 6% per request and risks degrading report structure, while the 60K-token log payload rides along untouched. It optimizes the visible, human-authored text instead of the machine-generated bulk that actually drives cost.",Batch several customers' logs into one large request so the fixed instruction overhead is amortized across multiple reports,"Combining customers multiplies per-request input size and only amortizes the 4K instruction block, the smallest component, while adding cross-customer confusion and data-isolation risk. The arithmetic saves pennies where the logs cost dollars.",,,,,2,"Profile the token budget and attack the dominant term, usually machine-generated input. Token budgeting means measuring where tokens actually go per request before choosing which optimization is worth engineering.","Claude Models, Prompting & Context Engineering"
"A customer-support platform enabled prompt caching on an assistant with a 20K-token system prompt, expecting large savings, but billing shows cache reads near zero and cache writes on almost every request. Inspection reveals the prompt template begins with ""Current date and time: {timestamp},"" followed by the stable policy and product text. What is the correct fix?",multiple-choice,Increase traffic concurrency so cached entries are refreshed by new requests before the time-to-live expires between them,"Tempting because TTL expiry is a real cause of cache misses, but the billing pattern of writes on nearly every request shows entries are being created and never matched, not expiring between uses. More concurrency would just produce more writes against ever-changing prefixes.",Shorten the policy text below the caching minimum so the whole prompt becomes cheap enough that caching is unnecessary,"A 20K-token prompt cannot realistically shrink below caching minimums without destroying the policy content, and abandoning caching forfeits the roughly 90% read discount on a large stable prefix. This resolves the misconfiguration by giving up the benefit entirely.","Reorder the template so the stable policy text comes first and the timestamp appears after the cached prefix, since any prefix change invalidates the cache","Correct. This applies the cache-friendly ordering principle: caching matches on an exact prefix, so a per-request timestamp in position one guarantees a miss every time. Stable content first, variable content after the cache breakpoint, restores near-total read rates with no behavioral change.",Round the timestamp to the nearest hour so the prefix changes only 24 times per day instead of on every request,"Tempting because it reduces prefix churn, but the cache would still break every hour and the design still hides a variable value ahead of 20K stable tokens. It is a partial mitigation of a defect that correct ordering eliminates completely.",,,,,3,"Order prompts stable-first; any change in the cached prefix invalidates the cache. Prompt caching economics depend entirely on prefix stability, which makes prompt ordering a first-class architectural decision.","Claude Models, Prompting & Context Engineering"
"A consultancy's internal Claude agent handles varied analyst tasks. About 10% of tasks involve producing client deliverables that must follow a detailed 8K-token brand formatting procedure with reference templates. Today that procedure sits in every system prompt, bloating all requests, and the team keeps adding more task-specific procedures the same way. What approach should the architect adopt?",multiple-choice,Keep the procedure in the system prompt but rely on prompt caching so its per-request cost becomes effectively negligible,"Tempting because caching does make repeated stable tokens cheap, but cost is only half the problem: 8K tokens of formatting rules still occupy the window and compete for the model's attention on the 90% of tasks where they are irrelevant, and the pattern worsens as more procedures pile in.",Write a condensed 500-token version of the procedure that is short enough to justify keeping in every prompt,"Condensing to 500 tokens discards the detail and reference templates that make deliverables compliant, trading correctness on the 10% of tasks that matter for a modest saving on the rest. It also does nothing for the growing collection of other procedures.",Package the procedure and its reference templates as a Skill the agent loads only when a deliverable task actually requires it,"Correct. This applies progressive disclosure via Agent Skills: packaging instructions plus resources that load on demand keeps every request's context lean while giving deliverable tasks the full procedure and templates when triggered, and it scales cleanly as new procedures are added as separate Skills.",Distribute the procedure across few-shot examples so the model absorbs the format implicitly without dedicated prompt space,"Few-shot examples demonstrate format but cannot carry an 8K procedure's edge rules or its reference templates, and the examples would still sit in every prompt, re-creating the bloat in a lossier form. It swaps explicit instructions for incomplete implicit ones.",,,,,3,"Package occasional-use instructions as Skills loaded on demand instead of resident prompt text. Skills extend prompt reuse with progressive disclosure, keeping specialized expertise out of the context window until the task calls for it.","Claude Models, Prompting & Context Engineering"
"A retail chain's customer-service agent has grown to 45 tools spanning returns, inventory, pricing, loyalty, and marketing. Support engineers report the agent increasingly calls the wrong tool for routine return requests, and per-request token costs have doubled since the tool catalog expanded. The architect must recommend a fix before peak season. What should they do first?",multiple-choice,Upgrade to the most capable model tier so the agent can reason over the larger tool catalog more reliably,"Tempting because stronger models do select tools better, but it treats the symptom and raises cost further. Tool-selection accuracy degrades as the catalog grows for any model, and 45 overlapping definitions still bloat every request's context.",Add a longer system prompt section that lists every tool with usage rules the model must follow,More instructions add tokens on top of the existing bloat and force the model to reconcile a rulebook with a crowded catalog. This addresses the symptom with prompt patches rather than removing the underlying selection ambiguity.,"Prune and consolidate the tool set to the workflows this agent actually handles, merging overlapping tools","Correct. Too many tools degrades selection accuracy and inflates context cost, so the first move is scoping the agent to a curated, non-overlapping tool set. This applies the principle that well-scoped tools with clear boundaries outperform a large catalog.",Split each broad tool into several narrower variants so the model has more precise options to choose from,Splitting tools multiplies the catalog and worsens the exact problem being diagnosed. It confuses precision of individual tools with clarity of the overall set; more near-duplicate options increases selection ambiguity.,,,,,3,"Fewer, well-scoped tools beat a large overlapping catalog. Tool catalog curation is the integration-side counterpart of context engineering: every definition competes for the model's attention.",Integration
"A government agency's research assistant connects to two MCP servers maintained by different teams. One exposes 'search_documents' over the records archive; the other exposes 'find_records' over an overlapping copy of the same archive. Analysts report inconsistent answers because the agent alternates between the two tools, which return differently formatted results. What should the architect recommend?",multiple-choice,Add routing instructions to the system prompt telling the model which tool to prefer for each document category,"Routing rules in the prompt add ongoing token cost and remain probabilistic; the model can still pick either tool. It manages the overlap instead of eliminating it, leaving inconsistency in place.",Remove the duplication by designating one canonical search tool and dropping the overlapping one from the agent's configuration,"Correct. Overlapping tools create selection ambiguity and inconsistent behavior, and the fix is consolidation: one canonical tool per capability. This directly applies the principle of eliminating redundant tools rather than instructing around them.",Keep both tools but have the agent call each on every query and merge the results before answering,"Calling both doubles latency and token cost on every query and still requires reconciling two result formats. It converts an occasional inconsistency into a permanent tax, which is the wrong trade-off.","Rename the tools so their names clearly differ, making it easier for the model to tell them apart","Distinct names do not remove the underlying overlap: both tools still claim the same job, so the model still has to guess. The ambiguity is in capability, not naming.",,,,,2,"Consolidate overlapping tools to one canonical capability. When multiple integration teams contribute tools, someone must own deduplicating the combined catalog the agent actually sees.",Integration
"A SaaS company connects its executive assistant agent to an email MCP server that can read and send mail with the executive's full privileges. The agent automatically summarizes incoming messages, including mail from external senders. A security architect reviewing the design is most concerned about which failure mode?",multiple-choice,"The MCP server could go down during business hours, leaving the executive without email summaries when they are most needed","Availability matters operationally, but an outage is a visible, recoverable inconvenience. It is not the class of risk a security review prioritizes when an agent processes untrusted content with broad privileges.",An external email could contain injected instructions that the agent follows using the executive's send and read privileges,"Correct. This is a confused-deputy setup: untrusted external content flows into the context of an agent holding powerful credentials, so injected instructions can exfiltrate mail or send messages as the executive. Untrusted input plus over-privileged tools is the canonical prompt-injection risk pattern.","The executive's OAuth token could expire mid-session, causing the agent to silently drop messages from its summaries","Token expiry is an authentication hygiene issue with a deterministic fix (refresh flows) and a visible failure mode. It does not create the silent, adversary-driven misuse that combining untrusted input with broad privileges does.","Summaries could omit important context from long threads, causing the executive to act on incomplete information","Summary quality is an accuracy concern for evaluation work, not a security gap. Focusing on it confuses model output quality with the authorization exposure created by the integration design.",,,,,2,Untrusted content + over-privileged tools = confused deputy. Threat modeling agent integrations means tracing where untrusted data enters the context and what credentials it can reach.,Integration
"An e-commerce marketplace gives its seller-support agent tools to read seller messages, adjust listing status, and issue refunds up to $500. The agent's context routinely includes buyer-written product reviews and messages. In a tabletop exercise, the red team demonstrates a review containing hidden text that causes the agent to issue a refund. What is the most robust remediation?",multiple-choice,Fine-tune or prompt the model with examples of injection attempts so it learns to recognize and refuse embedded instructions,Model-level hardening reduces susceptibility but is probabilistic; novel injection phrasings will keep appearing. Treating the model as the last line of defense violates the rule that safety-critical actions need deterministic enforcement.,Scan incoming reviews with a classifier and strip any content that looks like instructions before it reaches the agent,"Input filtering is a useful defense-in-depth layer, but classifiers miss obfuscated attacks and adversaries iterate faster than filters. Alone, it leaves a consequential action gated only by content screening.",Reduce the refund tool's limit from $500 to $50 so successful injections cause much smaller financial losses,Lowering the limit shrinks the loss per event but leaves the vulnerability fully exploitable and repeatable at scale. It tunes the blast radius instead of interposing a control between untrusted input and money movement.,Require a deterministic policy check outside the model — such as human approval or verified order-state validation — before any refund executes,"Correct. Consequential, irreversible actions triggered from untrusted content need a check the model cannot be talked out of: deterministic validation or human confirmation outside the model. This enforces that authorization for high-impact actions lives beyond the prompt.",,,,,4,"Gate irreversible actions with deterministic checks outside the model. Prompt injection defenses layer, but the load-bearing layer for high-impact tools must be non-probabilistic.",Integration
"A fintech app is adding a conversational assistant to its mobile home screen. Product research shows users abandon the feature if nothing appears within about one second, though they tolerate answers that take several seconds to finish. The current design waits for retrieval and two sequential tool calls before returning anything. What should the architect change first?",multiple-choice,Stream the response as it generates and run the independent tool calls and retrieval in parallel to cut time-to-first-token,Correct. The binding constraint is perceived latency — time to first visible output — not total completion time. Streaming plus parallelizing independent calls attacks exactly that constraint without sacrificing model quality or retrieval grounding.,Replace retrieval with a larger system prompt containing the product documentation so no retrieval round-trip is needed,"Stuffing documentation into the prompt trades a retrieval round-trip for a much larger prompt, which slows time-to-first-token and dilutes attention. It also freezes content that retrieval would keep current.",Precompute likely answers for each user overnight so the assistant can respond instantly from a personalized cache,"Tempting because caches are fast, but conversational financial queries are long-tail and account-specific; overnight precomputation mostly misses. It also raises freshness and data-handling concerns for per-user financial predictions.",Switch to the smallest model tier across the board so total generation time fits inside the one-second window,"The requirement tolerates multi-second completions, so forcing everything under one second overshoots and costs accuracy. This misreads which latency metric matters: first token, not last.",,,,,1,Optimize the latency metric users actually feel — time to first token. Streaming and parallelism often deliver the perceived-latency win that teams mistakenly buy with model downgrades.,Integration
"A SaaS vendor's assistant now handles two million conversations a month. Storing full prompts, completions, and tool traces for everything has become expensive, but engineers say they cannot debug incidents without detailed traces. The head of platform asks for a sustainable observability design. Which approach balances the needs?",multiple-choice,"Store aggregate metrics only — latency percentiles, token counts, error rates — and drop conversation-level logging entirely","Aggregates tell you that something regressed but never why: no prompt, no tool sequence, no failing example to inspect. Losing trace-level visibility makes every incident investigation start from zero evidence.",Keep aggregate metrics for all traffic and retain full traces for a random sample plus all errored or negatively rated conversations,"Correct. Sampling is the standard answer to observability at scale: metrics on everything, deep traces on a statistical sample, and guaranteed retention for the conversations most likely to need investigation — errors and bad feedback. Coverage and cost both hold.",Keep full traces for every conversation but move them to cold storage after 48 hours to cut storage costs substantially,"Tempting because nothing is lost, but 48 hours of hot data misses issues reported later, and total storage volume — the stated cost problem — is unchanged, just relocated to a slower tier.",Log full traces only when an engineer manually enables debug mode while actively reproducing a reported incident,"On-demand debug logging captures nothing from the past, and most LLM incidents are discovered after the fact from user reports. Failures that cannot be reproduced on command would remain permanently invisible.",,,,,2,"Metrics for all, sampled traces plus guaranteed capture of failures. Observability at scale is a sampling-design problem: decide up front which conversations you must be able to replay.",Integration
"A retail company's shopping assistant has stable latency, error, and token dashboards, yet the support team insists answer quality has 'gotten worse' since a recent catalog migration. The dashboards show nothing unusual and the team has no way to confirm or refute the claim. What monitoring gap should the architect close?",multiple-choice,Add per-endpoint latency percentile alerts so performance regressions from the migration are caught within minutes,"Latency alerting refines a dimension the team already monitors and which shows nothing wrong. The complaint is about answer quality, which no latency percentile can ever reflect.",Add production quality signals — user feedback controls plus scheduled scoring of sampled transcripts against a quality rubric,"Correct. Operational metrics do not measure semantic quality; that requires eval-in-production signals: explicit user feedback (thumbs), and periodic graded review of sampled real conversations. This closes the gap between 'the system is up' and 'the system is right.'","Add token-usage anomaly detection, since a shift in tokens per conversation would reveal the model behaving differently","Token anomalies are an indirect proxy at best — quality can degrade badly while token counts stay typical, especially when the cause is stale catalog data rather than model behavior. It adds a signal that correlates weakly with the actual complaint.",Add synthetic monitoring that replays a fixed set of golden queries hourly and alerts when responses change from the baseline,"Tempting because golden queries give a controlled baseline, but a fixed replay set covers a sliver of real traffic and can miss degradation concentrated in migrated catalog areas users actually hit. It complements, but cannot substitute for, measuring quality on live conversations.",,,,,2,Operational dashboards don't measure quality — add production eval signals. Mature LLM observability treats answer quality as a first-class monitored metric alongside latency and cost.,Integration
"A developer-tools company runs RAG over support articles covering six products and many versions. Retrieval frequently returns a chunk that answers the question — but for the wrong product, because chunks like 'Restart the service to apply changes' carry no indication of which product or version they describe. Which pipeline change addresses this failure most directly?",multiple-choice,"Raise top-k so more candidate chunks reach the model, letting it choose the passage matching the user's product",More candidates does not help when the chunks themselves are indistinguishable — the wrong-product chunk still looks identical to the right one. It adds tokens and noise while the ambiguity persists at the source.,Fine-tune the embedding model on the company's support corpus so product-specific vocabulary embeds more distinctly,"Tempting because domain-tuned embeddings sound powerful, but no embedding can recover product identity that is absent from the chunk text itself. It is heavy investment aimed at the wrong layer of the pipeline.",Deduplicate near-identical chunks across products so only one canonical version of each instruction remains in the index,Deduplication makes things worse: collapsing to one canonical chunk erases genuine per-product and per-version differences that the instructions may have. It mistakes the symptom (similar chunks) for redundancy.,"Prepend each chunk's document and section context — product, version, topic — to its text before embedding and indexing","Correct. This is contextual retrieval: enriching each chunk with its surrounding document context — product, version, section — before embedding, so chunks are both retrievable and interpretable on their own. It fixes the isolated-chunk problem at ingestion time.",,,,,4,Chunks must carry their context — enrich at ingestion (contextual retrieval). A chunk stripped of its document context is ambiguous to both the retriever and the model reading it.,Integration
"An online retailer's RAG system answers questions over long merchandising guides. With whole-page chunks, retrieval precision is poor — embeddings blur many topics together. With small 150-token chunks, retrieval hits precisely, but answers miss caveats from surrounding paragraphs the model never sees. The architect wants both precise matching and sufficient context. Which design achieves this?",multiple-choice,Use the small chunks but raise top-k substantially so enough fragments arrive to reconstruct the surrounding context by accident,"High top-k over small fragments retrieves many precise but scattered pieces; adjacent caveats only appear if they independently match the query, which is exactly when they do not. Context reconstruction by coincidence is not a design.",Return to page-level chunks and rely on a reranking model to compensate for the diluted page embeddings,"Tempting because rerankers do boost precision, but a reranker can only reorder the candidates the diluted page embeddings produce — if the right page never surfaces, nothing downstream recovers it. It patches the symptom of oversized retrieval units.","Index small chunks for matching, but at retrieval time expand each hit to its parent section before passing it to the model","Correct. This is the small-to-big pattern: embed fine-grained chunks so similarity search is precise, then expand hits to their parent section so the model receives complete surrounding context. It decouples the matching unit from the reading unit, resolving the size trade-off directly.",Ask the model to request follow-up retrievals whenever it notices an answer might depend on missing surrounding text,"Iterative self-retrieval can work in agentic designs, but it adds a round-trip per gap, depends on the model noticing what it cannot see, and leaves first-pass answers incomplete. It outsources a pipeline design flaw to runtime behavior.",,,,,3,Decouple the matching unit from the reading unit (small-to-big retrieval). Chunk size tensions between precision and completeness dissolve when retrieval and context assembly use different granularities.,Integration
