Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
"An infrastructure team at an insurance company keeps Terraform code under terraform/ with detailed conventions: module structure, state-management rules, and tagging standards. Today those conventions sit in the root CLAUDE.md, so they load into every session — including frontend work where they are irrelevant — inflating token usage and occasionally bleeding Terraform advice into unrelated tasks. How should the team scope these conventions?",multiple-choice,"Create a .claude/rules/ file containing the Terraform conventions with YAML frontmatter declaring paths: [""terraform/**/*""] so it loads only when editing matching files","Correct. Rule files in .claude/rules/ with a YAML frontmatter paths field activate conditionally: the conventions load only when Claude edits files matching the glob, which cuts irrelevant context and token usage in every non-Terraform session while keeping the rules versioned and shared.",Move the Terraform conventions into a skill that infrastructure engineers invoke at the start of any session where they expect to touch Terraform code,"Tempting because a skill would keep the content out of unrelated sessions, but it depends on an engineer remembering to invoke it — forget once and Terraform work proceeds without the conventions. Conditional loading should be automatic and path-driven, not memory-driven.",Keep the conventions in the root CLAUDE.md but preface the section with a note telling Claude to apply it only when the current task involves Terraform,"Tempting because it needs no restructuring, but the full section still loads and consumes tokens in every session, and applying it 'only when relevant' relies on model inference — precisely the bleed-through behavior the team is already seeing.",Ask infrastructure engineers to add the conventions to their personal ~/.claude/CLAUDE.md files since they are the only developers who need them,"Tempting because it targets the right audience, but user-level files are not shared via version control, so the conventions drift per engineer and vanish for new hires. It also still loads the content into all of those engineers' sessions, Terraform or not.",,,,,1,Path-scoped rules load conventions only when matching files are edited. YAML frontmatter globs in .claude/rules/ make convention loading deterministic and token-efficient instead of inference-based.,Claude Code Configuration & Workflows
"During a multi-phase modernization task, an engineer uses Claude Code to survey a sprawling legacy codebase before implementation. The discovery phase floods the session with file listings, grep output, and long file reads; by the time implementation starts, the context window is nearly exhausted and the model has begun losing earlier findings. Which technique best preserves the main conversation for the phases that follow?",multiple-choice,Delegate the verbose discovery work to the Explore subagent so only summarized findings return to the main conversation,"Correct. The Explore subagent exists precisely to isolate verbose discovery output: exploration happens in a separate context and only summaries return, preserving the main conversation's window for planning and implementation across a multi-phase task.","Skip the discovery phase and move straight to direct execution, reading individual files only at the moment each change requires them","Tempting because just-in-time reading limits context growth, but abandoning discovery on a sprawling legacy codebase forfeits the system-level understanding the modernization needs — changes get made without knowing what they affect. It trades context safety for rework risk.",Restart the session at the end of discovery and rely on the model to re-derive the important findings during implementation,"Tempting because a fresh session does reset the window, but the findings were the valuable product of discovery; discarding them and hoping the model re-derives everything repeats the expensive exploration and reintroduces the same flooding problem.",Ask Claude to keep its discovery output brief so that file listings and search results consume fewer tokens in the main session,"Tempting because brevity instructions reduce some verbosity, but tool results like file reads and grep matches enter context at their actual size regardless of how tersely the model narrates them. Prompted brevity cannot isolate discovery output the way a subagent can.",,,,,1,Isolate verbose discovery in the Explore subagent and keep only summaries in the main context. Thorough investigation and a healthy context window stop being a trade-off when exploration runs in its own context.,Claude Code Configuration & Workflows
"A DevOps engineer is adding an automated review step to a GitHub Actions pipeline. The job must run Claude Code without any human present, and its findings must be machine-parseable so a script can post them as inline PR comments. On the first attempt the job hung waiting for input, and the output was free-form prose the script could not parse. Which two changes fix the integration? (Choose two.)",multi-select,Run Claude Code with the -p (--print) flag so it executes the prompt non-interactively and exits instead of waiting for input,"Correct. The -p (or --print) flag is the documented mechanism for non-interactive mode: Claude Code processes the prompt, writes the result to stdout, and exits — which is exactly what prevents CI jobs from hanging on interactive input.","Use --output-format json together with --json-schema so findings are emitted as structured, machine-parseable output","Correct. --output-format json with --json-schema enforces structured output at the CLI level, producing machine-parseable findings a script can reliably post as inline PR comments — no fragile prose parsing required.",Set the CLAUDE_HEADLESS=true environment variable in the workflow so the CLI detects it is running inside an automated pipeline,"Tempting because many CLIs use environment variables for CI detection, but CLAUDE_HEADLESS is not a Claude Code feature. Choosing it substitutes a plausible-sounding invention for the documented -p flag.",Instruct Claude in the prompt to respond only with valid JSON and have the posting script strip any surrounding prose before parsing,"Tempting because prompt-level JSON instructions often help, but they are probabilistic — occasional prose or malformed output will still break the posting script. The CLI provides deterministic enforcement via --output-format json and --json-schema; use it instead of scraping.",,,,,"1,2","Use -p for non-interactive execution and --output-format json with --json-schema for machine-parseable findings. CI integrations should lean on the CLI's deterministic flags, not prompt-level output conventions.",Claude Code Configuration & Workflows
"An automated reviewer at a healthcare software company reports across four categories: security, correctness, performance, and maintainability. Security and correctness findings are accurate, but the performance category runs a 70% false positive rate, and developer surveys show trust collapsing in the tool as a whole — engineers now dismiss security findings too. Improving the performance prompt will take weeks of iteration. What should the team do in the meantime?",multiple-choice,Temporarily disable the performance category to restore trust in the accurate categories while its prompt criteria are improved offline,"Correct. High false-positive categories undermine developer confidence in the accurate categories, so the proportionate move is disabling the offender temporarily while its criteria are improved. Trust in security and correctness recovers immediately, and performance returns once it earns its place.",Keep all four categories running but add a visible disclaimer to performance findings noting that the category is under calibration,"Tempting because it preserves coverage and sets expectations, but developers triaging a noisy stream do not parse disclaimers — the 70% noise still trains them to dismiss the tool. Labeling bad findings does not stop them from eroding trust in good ones.","Reduce the reviewer to security findings only, since that is the highest-stakes category and the one where accuracy matters most","Tempting because it protects the most critical category, but it needlessly discards correctness, which is also accurate and trusted. The problem is one bad category, not three; the response should be scoped to the actual offender.",Lower the model temperature for the performance category so its findings become more deterministic and less speculative across runs,"Tempting because determinism sounds like rigor, but temperature affects variability, not validity — the model would produce the same miscalibrated performance findings more consistently. The false positives come from missing criteria, not sampling randomness.",,,,,1,"Disable high false-positive categories until their criteria are fixed. False positives are a trust budget — one noisy category spends down confidence in every accurate one, so scope the intervention to the offender.",Prompt Engineering & Structured Output
"A document-processing pipeline defines three extraction tools — extract_invoice, extract_contract, extract_receipt — because incoming documents vary and their type is not known in advance. The model should pick the schema that fits each document, but in about 8% of runs it returns conversational text ('This appears to be an invoice...') instead of calling any tool, breaking the downstream parser. Which tool_choice configuration fixes this?",multiple-choice,"Set tool_choice to ""any"" so the model must call one of the tools but remains free to choose which schema fits the document","Correct. tool_choice: ""any"" guarantees the model calls a tool rather than returning conversational text, while preserving its ability to select which extraction schema matches the document — exactly the requirement when multiple schemas exist and the document type is unknown.","Set tool_choice to ""auto"" so the model can weigh the document against all three schemas before deciding how to respond","Tempting because ""auto"" does let the model consider all tools, but it also permits a plain text response — which is precisely the 8% failure mode being observed. ""auto"" is the current effective behavior, not the fix.","Force tool_choice to {""type"": ""tool"", ""name"": ""extract_invoice""} since invoices are the most common document type in the pipeline","Tempting because forcing the most common tool eliminates text responses, but it forces the invoice schema onto contracts and receipts too, corrupting a large share of extractions. Forced selection is for when one specific tool must run, not for type-dispatch.",Keep tool_choice unset and add a system prompt instruction requiring the model to always respond with a tool call rather than text,"Tempting because prompt instructions usually raise compliance, but they are probabilistic — some fraction of runs will still return text, and the parser still breaks. The API offers a deterministic guarantee for exactly this; use the mechanism, not the request.",,,,,1,"tool_choice: ""any"" guarantees a tool call while preserving schema selection. The auto/any/forced ladder trades model freedom for output guarantees — pick the rung that matches how much choice the task needs.",Prompt Engineering & Structured Output
"A logistics company extracts shipment records from carrier invoices. The purchase_order_number field fails validation on 30% of documents, and error-feedback retries never fix these cases — analysis shows PO numbers appear only in separate purchase-order documents that the pipeline never provides, not in the invoices themselves. Retries do reliably fix date-format and field-placement errors. What is the right conclusion and change?",multiple-choice,Retries cannot recover information absent from the source; supply the related purchase-order document as input or make the field nullable instead of retrying,"Correct. Retry-with-error-feedback fixes format and structural errors, but it is ineffective when the required information simply is not in the provided source. The remedy is upstream: provide the document that contains the PO number, or make the field nullable so absence is represented truthfully.",The retry prompt needs stronger feedback for this field; include an excerpt of a correctly extracted PO number so the model knows the expected pattern,"Tempting because richer feedback usually helps retries, but no prompt refinement can extract a value that does not exist in the input. Pattern examples would at best teach the model to fabricate plausible-looking PO numbers — a worse failure than a validation error.",The validation rule is too strict for this field; relax it to accept any alphanumeric string so these documents stop failing the validation stage,"Tempting because it makes the failures disappear, but only by accepting whatever the model produces for a value it cannot know — loosened validation converts detected absences into undetected fabrications flowing downstream.",The model is underpowered for invoice extraction; move the failing 30% of documents to a more capable model tier and keep the retry loop unchanged,"Tempting because capability upgrades fix many extraction problems, but no model tier can read a document it was never given. The failure correlates with missing input, not with model capacity, and the cost increase buys nothing.",,,,,1,Absent information is not a format error — retries cannot recover what the source never contained. Fix the input pipeline or make the field nullable; reserve retry-with-feedback for format and structural errors.,Prompt Engineering & Structured Output
"A trading-systems team has Claude generate order-validation code and then, in the same session, asks it to 'carefully review the code you just wrote for subtle bugs before we merge'. The review consistently blesses its own output, yet independent human review keeps finding edge-case defects the model wrote and then approved. What architectural change most improves automated defect detection?",multiple-choice,"Send the generated code to a second, independent Claude instance that has no access to the generating session's reasoning context","Correct. A model reviewing in its generation session retains the reasoning that produced the code, making it unlikely to question its own decisions. An independent instance without that context evaluates the code on its merits and catches the subtle issues self-review rationalizes away.",Enable extended thinking on the self-review request so the model reasons longer and more carefully about the code it produced,"Tempting because more deliberation sounds like deeper review, but extended thinking extends reasoning that starts from the same generation context — the model thinks longer inside the same blind spot. Independent instances outperform both self-review instructions and extended thinking here.",Rewrite the self-review prompt to demand the model adopt an adversarial mindset and assume its own code contains at least three defects,"Tempting because adversarial framing can sharpen critique, but it is still a prompt-level nudge applied to a session that believes its own design choices. The defect-count demand also invites manufactured nitpicks while real edge cases stay invisible.",Have the same session review the code three times consecutively and merge only when all three reviews return no new findings,"Tempting because repetition feels like thoroughness, but each pass runs with the same session context and the same rationalizations — three agreements from one biased reviewer are not three reviews. The bias is contextual, and only removing the context removes it.",,,,,1,"Independent instances catch what self-review rationalizes away. A reviewer carrying the generator's reasoning context will not question its decisions — session context isolation, not more deliberation, is the fix.",Prompt Engineering & Structured Output
"A research platform's coordinator aggregates outputs from five subagents into one long input for a synthesis step. Two problems recur: findings that sat in the middle of the aggregated input are missing from final reports, and each order-lookup tool result contributes 40+ fields when only a handful are ever relevant, bloating the input. Which two changes address these problems? (Choose two.)",multi-select,Place a summary of key findings at the beginning of the aggregated input and organize the detailed results under explicit section headers,Correct. Models process the beginning and end of long inputs reliably but may omit middle sections — the lost-in-the-middle effect. Leading with a key-findings summary and using explicit section headers mitigates position effects by putting critical content where attention is strongest and making structure navigable.,"Trim verbose tool outputs to only the relevant fields before they accumulate in context, instead of appending complete raw responses",Correct. Tool results consume tokens disproportionately to their relevance; a 40-field lookup with 5 useful fields is mostly context pollution. Trimming outputs to relevant fields before they accumulate keeps the aggregated input dense with signal and shortens it outright.,Instruct the synthesis model to weight every part of its input equally so that middle sections receive the same attention as the edges,"Tempting because it names the problem directly, but attention distribution over long inputs is a property of the model, not an instructable behavior — the middle sections still fade regardless of the instruction. Mitigation comes from input ordering and structure, not from asking.",Raise the synthesis request's max_tokens so the model has enough output budget to cover every finding in the aggregated input,"Tempting because missing findings sound like the output ran out of room, but max_tokens governs how much the model may generate, not how well it attends to a long input. Findings lost in the middle were never attended to; more output budget cannot recover them.",,,,,"1,2","Order inputs for position effects and trim tool noise at the source. Key findings go first with explicit headers to counter lost-in-the-middle, and tool outputs are cut to relevant fields before they bloat context.",Context Management & Reliability
"In a multi-agent research system, the coordinator receives identical empty-result responses from the search subagent whether the archive API timed out or the query genuinely matched nothing. It therefore retries queries that legitimately found no matches and accepts empty output caused by outages, producing reports with silent coverage holes. How should the subagent's responses change?",multiple-choice,"Return structured context distinguishing access failures — with failure type, attempted query, partial results, and possible alternatives — from valid empty results","Correct. The coordinator can only make intelligent recovery decisions — retry, reformulate, proceed with partial results, annotate gaps — when responses distinguish access failures from valid empty results and carry structured context: failure type, what was attempted, partial results, and alternatives.",Return a generic 'search unavailable' status for any failure so the coordinator at least knows the difference between an error and a result,"Tempting because it at least separates errors from results, but a generic status hides the context recovery depends on — which query failed, what partial results exist, what alternatives remain. The coordinator knows something broke but not what to do about it.","Retry internally with exponential backoff until the archive responds, so the coordinator only ever receives definitive, successful search results","Tempting because local retry for transient failures is genuinely good practice, but retrying 'until the archive responds' can block indefinitely during an outage, and the pattern is to propagate unresolvable errors with what was attempted and partial results — not to promise the coordinator only successes.",Treat empty results and failures identically as workflow-stopping conditions so no report is ever produced from incomplete search coverage,"Tempting because it prevents silently incomplete reports, but terminating the workflow on any single failure is the opposite anti-pattern to silent suppression — partial results plus annotated coverage gaps are almost always more valuable than no report at all.",,,,,1,"Distinguish access failures from valid empty results and propagate structured context — failure type, attempted query, partial results, alternatives. That is what lets a coordinator recover intelligently instead of guessing.",Context Management & Reliability
"A mortgage processor's extraction pipeline reports 97% overall accuracy, and leadership wants human review removed for extractions the model marks high-confidence. The review team notes that the corpus mixes standard loan applications with rarer self-employment income documents, and that nobody has checked whether accuracy holds across types. What should be in place before high-confidence review is reduced?",multiple-choice,"Accuracy analysis segmented by document type and field, plus ongoing stratified random sampling of high-confidence extractions to measure error rates and catch novel patterns","Correct. Aggregate accuracy can mask poor performance on specific document types or fields — 97% overall may hide 80% on self-employment documents. Segmented validation proves performance is consistent before automation, and stratified sampling of high-confidence extractions keeps measuring error rates and surfaces novel failure patterns after.","A higher overall accuracy bar, such as 99%, since 97% still implies thousands of errors at volume and review should not shrink until the aggregate metric improves","Tempting because a stricter bar sounds safer, but it repeats the same mistake at a higher number: any aggregate can conceal a weak segment. The issue is the shape of the metric, not its level — 99% overall could still hide systematic failure on the rare document type.","A rule that the model's high-confidence label alone routes documents out of review, since confidence is the model's own estimate of extraction quality","Tempting because confidence exists to route review, but uncalibrated self-reported confidence is exactly what cannot be trusted alone — scores must be calibrated against labeled validation sets, and even then sampled high-confidence output needs ongoing measurement, not blanket exemption.","A second extraction model run in parallel, removing review only for documents where both models produce identical high-confidence outputs","Tempting because model agreement feels like verification, but two models sharing the same systematic blind spot — an unusual document layout, an ambiguous field — will agree on the same wrong answer. Consensus measures correlation between models, not correctness against ground truth.",,,,,1,"Segment accuracy by document type and field, and keep stratified-sampling high-confidence extractions after automating. Aggregate accuracy masks weak segments, and calibration is what makes confidence-based routing trustworthy.",Context Management & Reliability
